Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,TCmp,TAtt,TCmp%,TotDist,PrgDist,SCmp,SAtt,SCmp%,MCmp,MAtt,MCmp%,LCmp,LAtt,LCmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
17,Che Adams,sct SCO,FW,Southampton,Premier League,24,1996,29.6,431,622,69.3,6240,1416,228,308,74.0,125,162,77.2,34,49,69.4,5,5.0,3.0,0.0,37,35,23,1,57,Matches,f2bf1b0f
18,Tyler Adams,us USA,MFDF,RB Leipzig,Bundesliga,21,1999,20.6,1173,1375,85.3,17415,5037,670,730,91.8,394,456,86.4,65,108,60.2,1,0.9,1.5,+0.1,14,97,24,3,113,Matches,2b09d998
19,Sargis Adamyan,am ARM,FWMF,Hoffenheim,Bundesliga,27,1993,5.3,103,156,66.0,1445,379,61,80,76.3,29,41,70.7,7,11,63.6,3,2.3,0.9,+0.7,11,5,7,2,17,Matches,22919e97
20,Tosin Adarabioyo,eng ENG,DF,Fulham,Premier League,22,1997,32.8,1647,1918,85.9,33255,12650,484,551,87.8,949,1008,94.1,196,318,61.6,0,0.3,0.4,-0.3,5,71,5,0,75,Matches,c81d773d
21,Bobby Adekanye,nl NED,FWMF,Cádiz,La Liga,21,1999,0.4,7,10,70.0,99,0,5,5,100.0,1,3,33.3,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,3ed84b2c
22,Yacine Adli,fr FRA,MF,Bordeaux,Ligue 1,20,2000,26.9,1327,1631,81.4,24310,6907,569,643,88.5,548,642,85.4,167,251,66.5,5,4.4,3.0,+0.6,53,158,20,2,188,Matches,26777636
23,Andrea Adorante,it ITA,FW,Parma,Serie A,20,2000,0.1,1,1,100.0,18,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,7005ac66
24,Adrián,es ESP,GK,Liverpool,Premier League,33,1987,3.0,78,100,78.0,1796,1138,24,24,100.0,33,34,97.1,20,40,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,f76e6b4e
25,Martin Agirregabiria,es ESP,DFMF,Alavés,La Liga,24,1996,17.3,533,751,71.0,8830,4027,267,317,84.2,204,284,71.8,48,106,45.3,1,0.7,0.7,+0.3,12,39,15,10,39,Matches,355c883a
26,Lucien Agoume,fr FRA,MF,Spezia,Serie A,18,2002,8.9,434,487,89.1,7835,1942,191,205,93.2,187,205,91.2,47,59,79.7,0,0.1,0.3,-0.1,2,39,3,1,46,Matches,8bc8829a
27,Felix Agu,ng NGA,DF,Werder Bremen,Bundesliga,20,1999,7.8,210,299,70.2,3068,1068,125,150,83.3,66,101,65.3,11,24,45.8,0,0.5,0.4,-0.5,3,10,3,2,9,Matches,cb6d81b3
28,Kevin Agudelo,co COL,FW,Spezia,Serie A,21,1998,15.1,228,328,69.5,3824,848,114,141,80.9,86,110,78.2,22,36,61.1,2,1.3,0.8,+0.7,12,27,10,0,43,Matches,46fa7204
29,Nayef Aguerd,ma MAR,DF,Rennes,Ligue 1,24,1996,35.0,2449,2712,90.3,45688,18953,976,1021,95.6,1198,1282,93.4,251,365,68.8,1,0.7,0.7,+0.3,5,126,1,0,136,Matches,288e1e13
30,Sergio Agüero,ar ARG,FW,Manchester City,Premier League,32,1988,6.2,140,173,80.9,1625,219,86,99,86.9,34,38,89.5,2,2,100.0,1,1.2,0.9,-0.2,7,12,5,1,12,Matches,4d034881
31,Ruben Aguilar,fr FRA,DFMF,Monaco,Ligue 1,27,1993,24.7,1265,1568,80.7,19271,5384,721,779,92.6,420,535,78.5,87,166,52.4,3,4.7,5.8,-1.7,41,77,39,21,101,Matches,3dd738a1
32,Naouirou Ahamada,fr FRA,MF,Stuttgart,Bundesliga,18,2002,2.8,110,125,88.0,1600,377,61,68,89.7,36,37,97.3,5,7,71.4,0,0.0,0.1,0.0,1,12,0,0,11,Matches,a6c58494
33,Matteo Ahlinvi,bj BEN,MF,Nîmes,Ligue 1,21,1999,10.0,258,322,80.1,4276,822,121,131,92.4,116,144,80.6,15,25,60.0,0,0.2,0.1,-0.2,5,12,2,0,25,Matches,5ea9ebd4
34,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,Ligue 1,26,1994,23.8,701,851,82.4,11805,2947,324,367,88.3,283,341,83.0,68,93,73.1,2,1.3,0.8,+0.7,7,59,9,1,92,Matches,48b28bfd
35,Jean-Eudes Aholou,ci CIV,MF,Monaco,Ligue 1,26,1994,0.4,7,10,70.0,100,26,4,4,100.0,3,4,75.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,48b28bfd
36,Joseph Aidoo,gh GHA,DF,Celta Vigo,La Liga,24,1995,14.3,511,629,81.2,10079,3604,164,183,89.6,285,324,88.0,56,95,58.9,0,0.3,0.1,-0.3,2,27,2,0,43,Matches,18abe173
37,Ola Aina,ng NGA,DF,Fulham,Premier League,23,1996,29.6,1352,1769,76.4,22797,9159,642,717,89.5,565,704,80.3,112,257,43.6,1,1.5,1.2,-0.5,15,92,15,9,106,Matches,246d153b
38,Rayan Aït-Nouri,dz ALG,DF,Wolves,Premier League,19,2001,15.6,662,805,82.2,9828,2664,362,392,92.3,248,296,83.8,25,57,43.9,1,0.6,0.8,+0.4,14,35,16,6,54,Matches,9b398aea
39,Rayan Aït-Nouri,dz ALG,DF,Angers,Ligue 1,19,2001,2.1,132,147,89.8,1680,637,87,92,94.6,36,42,85.7,2,4,50.0,1,0.3,0.2,+0.7,5,3,4,2,11,Matches,9b398aea
40,Semi Ajayi,ng NGA,DF,West Brom,Premier League,26,1993,30.9,719,999,72.0,13941,6401,264,316,83.5,374,460,81.3,76,188,40.4,0,0.5,0.3,-0.5,7,68,4,0,73,Matches,d6192210
41,Ludovic Ajorque,fr FRA,FW,Strasbourg,Ligue 1,26,1994,33.0,620,927,66.9,9736,1641,350,484,72.3,192,262,73.3,51,78,65.4,4,3.9,3.8,+0.1,36,43,19,3,61,Matches,462475ed
42,Manuel Akanji,ch SUI,DF,Dortmund,Bundesliga,25,1995,26.1,1961,2137,91.8,37492,12871,698,744,93.8,1018,1067,95.4,216,273,79.1,0,0.3,0.8,-0.3,3,151,6,0,159,Matches,89ac64a6
43,Carlos Akapo,gq EQG,DF,Cádiz,La Liga,27,1993,9.6,229,356,64.3,3877,1740,100,126,79.4,104,156,66.7,17,54,31.5,0,0.2,0.3,-0.2,2,14,4,3,15,Matches,f2a68b97
44,Marley Aké,fr FRA,FW,Marseille,Ligue 1,19,2001,1.6,22,31,71.0,290,108,15,16,93.8,6,7,85.7,0,3,0.0,0,0.0,0.0,0.0,0,3,1,0,5,Matches,414e1f69
45,Nathan Aké,nl NED,DF,Manchester City,Premier League,25,1995,8.9,709,763,92.9,11178,3225,348,363,95.9,319,336,94.9,26,35,74.3,0,0.0,0.2,0.0,1,55,2,0,52,Matches,eaeca114
46,Paul Akouokou,ci CIV,MF,Betis,La Liga,22,1997,4.2,170,187,90.9,3040,728,72,79,91.1,77,80,96.3,17,23,73.9,0,0.6,0.2,-0.6,2,21,1,1,13,Matches,31f5b89b
47,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,Serie A,27,1992,11.7,293,361,81.2,4459,907,149,181,82.3,113,124,91.1,15,22,68.2,1,0.8,0.3,+0.2,12,20,7,0,26,Matches,fdf4b948
48,Kevin Akpoguma,ng NGA,DF,Hoffenheim,Bundesliga,25,1995,13.2,600,735,81.6,11026,4298,216,246,87.8,329,357,92.2,49,112,43.8,0,0.4,0.5,-0.4,2,33,4,1,56,Matches,6ec6fde0
49,David Alaba,at AUT,DFMF,Bayern Munich,Bundesliga,28,1992,29.7,1929,2290,84.2,35563,12318,736,817,90.1,1003,1125,89.2,172,283,60.8,4,2.1,3.1,+1.9,28,212,35,4,242,Matches,05439de2
50,Sofiane Alakouch,ma MAR,DF,Nîmes,Ligue 1,22,1998,16.7,718,913,78.6,11430,4676,375,414,90.6,274,340,80.6,52,106,49.1,2,1.3,1.1,+0.7,5,64,8,2,65,Matches,5314e067
51,Jony Álamo,es ESP,MF,Elche,La Liga,18,2001,0.8,14,16,87.5,255,64,5,6,83.3,7,8,87.5,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches,788be7f9
52,Lucas Alario,ar ARG,FW,Leverkusen,Bundesliga,27,1992,13.8,226,308,73.4,2804,292,152,188,80.9,49,64,76.6,9,16,56.3,2,0.9,0.6,+1.1,15,15,3,0,21,Matches,834d0be5
53,Jordi Alba,es ESP,DFFW,Barcelona,La Liga,31,1989,33.6,2479,2929,84.6,34728,9855,1520,1643,92.5,728,867,84.0,117,192,60.9,5,7.6,9.9,-2.6,52,149,76,16,197,Matches,4601e194
54,Luis Alberto,es ESP,MF,Lazio,Serie A,27,1992,29.1,1493,1946,76.7,25097,9846,712,808,88.1,575,702,81.9,157,308,51.0,2,7.9,7.0,-5.9,80,282,83,6,301,Matches,5294a83f
55,Raúl Albiol,es ESP,DF,Villarreal,La Liga,34,1985,34.6,1829,2065,88.6,37606,12938,519,557,93.2,1047,1126,93.0,242,333,72.7,0,1.0,1.0,-1.0,4,92,3,1,136,Matches,4bd414c1
56,Marc Albrighton,eng ENG,DFFW,Leicester City,Premier League,30,1989,19.4,627,933,67.2,10197,3898,345,408,84.6,193,262,73.7,67,157,42.7,5,3.5,3.9,+1.5,38,54,37,14,84,Matches,b827d5b3
57,Paco Alcácer,es ESP,FW,Villarreal,La Liga,26,1993,17.2,193,270,71.5,2269,375,106,135,78.5,40,58,69.0,10,14,71.4,4,2.8,2.5,+1.2,15,3,7,0,13,Matches,a7a9d95a
58,Pedro Alcalá,es ESP,DF,Cádiz,La Liga,31,1989,10.1,205,282,72.7,4573,1737,46,57,80.7,115,129,89.1,39,83,47.0,0,0.0,0.0,0.0,0,14,0,0,11,Matches,ba71d071
59,Thiago Alcántara,es ESP,MF,Liverpool,Premier League,29,1991,20.6,1545,1735,89.0,26781,7745,704,746,94.4,597,658,90.7,177,221,80.1,0,2.3,2.2,-2.3,30,205,24,0,203,Matches,77e84962
60,Rubén Alcaraz,es ESP,MF,Valladolid,La Liga,29,1991,24.1,930,1131,82.2,18393,5237,384,433,88.7,371,404,91.8,157,237,66.2,0,0.5,0.9,-0.5,9,100,11,3,107,Matches,036bba5f
61,Omar Alderete,py PAR,DF,Hertha BSC,Bundesliga,23,1996,14.4,732,916,79.9,15862,7234,183,221,82.8,433,490,88.4,114,187,61.0,0,0.1,0.6,-0.1,3,44,4,1,55,Matches,bb08bce9
62,Toby Alderweireld,be BEL,DF,Tottenham,Premier League,31,1989,24.9,1199,1453,82.5,24372,8025,365,398,91.7,658,713,92.3,157,303,51.8,0,0.7,0.8,-0.7,8,64,5,1,59,Matches,f7d50789
63,Iván Alejo,es ESP,MFFW,Cádiz,La Liga,25,1995,9.2,127,229,55.5,1816,637,74,97,76.3,39,61,63.9,7,35,20.0,1,0.8,0.8,+0.2,10,6,13,10,13,Matches,3d7e48ce
64,Carles Aleñá,es ESP,MF,Barcelona,La Liga,22,1998,0.5,36,39,92.3,624,177,17,19,89.5,11,12,91.7,6,6,100.0,0,0.0,0.0,0.0,0,3,0,0,7,Matches,6c811eb7
65,Carles Aleñá,es ESP,MFFW,Getafe,La Liga,22,1998,15.2,390,591,66.0,6991,2309,185,218,84.9,142,200,71.0,51,124,41.1,2,2.7,2.0,-0.7,25,52,24,4,77,Matches,6c811eb7
66,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,Premier League,25,1995,0.2,7,11,63.6,100,32,3,3,100.0,4,4,100.0,0,4,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,8fa8f8d2
67,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,21,1998,33.7,2245,3015,74.5,40719,15754,1064,1184,89.9,897,1145,78.3,256,545,47.0,7,8.6,7.5,-1.6,77,193,101,29,251,Matches,cd1acf9d
68,Alfon,es ESP,MF,Celta Vigo,La Liga,21,1999,0.4,16,16,100.0,172,31,12,12,100.0,3,3,100.0,0,0,,0,0.1,0.0,-0.1,1,0,1,0,1,Matches,1c772b46
69,Mohamed Ali Cho,fr FRA,FWMF,Angers,Ligue 1,16,2004,3.9,67,111,60.4,894,257,45,60,75.0,12,28,42.9,5,8,62.5,0,0.1,0.2,-0.1,2,3,2,1,4,Matches,f8405304
70,Ezgjan Alioski,mk MKD,DFMF,Leeds United,Premier League,28,1992,27.3,1321,1670,79.1,20073,7163,703,788,89.2,521,619,84.2,58,147,39.5,3,3.3,2.3,-0.3,28,87,29,12,132,Matches,1a7fcf39
71,Rachid Alioui,ma MAR,FW,Angers,Ligue 1,28,1992,0.2,8,8,100.0,92,21,6,6,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,bdedd861
72,Alisson,br BRA,GK,Liverpool,Premier League,27,1992,33.0,1000,1157,86.4,22600,14023,223,225,99.1,578,590,98.0,191,330,57.9,0,0.0,0.0,0.0,0,4,1,0,1,Matches,7a2e46a8
73,Saturnin Allagbé,bj BEN,GK,Dijon,Ligue 1,26,1993,12.0,269,403,66.7,7971,6167,48,48,100.0,115,116,99.1,106,237,44.7,0,0.0,0.0,0.0,0,2,0,0,0,Matches,b052b8bf
74,Allan,br BRA,MF,Everton,Premier League,29,1991,22.8,908,1068,85.0,14950,4370,430,468,91.9,354,405,87.4,82,116,70.7,0,0.8,0.8,-0.8,17,88,16,1,92,Matches,cc700722
75,Dele Alli,eng ENG,MF,Tottenham,Premier League,24,1996,6.9,275,345,79.7,3878,882,151,177,85.3,99,109,90.8,9,20,45.0,1,1.2,0.9,-0.2,9,15,7,1,26,Matches,cea4ee8f
76,Miguel Almirón,py PAR,MFFW,Newcastle United,Premier League,26,1994,27.0,708,895,79.1,10715,2430,369,422,87.4,245,289,84.8,51,92,55.4,1,2.9,2.2,-1.9,31,64,23,7,90,Matches,862a1c15
77,Marcos Alonso,es ESP,DF,Chelsea,Premier League,29,1990,10.7,493,610,80.8,7494,2506,278,306,90.8,184,221,83.3,24,49,49.0,0,1.3,1.0,-1.3,15,29,8,1,42,Matches,f4290206
78,Sergio Álvarez,es ESP,MFDF,Eibar,La Liga,28,1992,17.4,531,698,76.1,9925,2527,199,257,77.4,244,288,84.7,72,114,63.2,0,0.3,0.2,-0.3,6,43,2,1,49,Matches,88d91621
79,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,25,1995,21.6,907,1107,81.9,18676,6666,301,349,86.2,441,485,90.9,151,226,66.8,0,0.5,0.4,-0.5,6,53,3,2,65,Matches,3ecc11d8
80,Bruno Alves,pt POR,DF,Parma,Serie A,38,1981,18.1,790,931,84.9,19031,7295,142,160,88.8,456,499,91.4,190,256,74.2,0,0.1,0.2,-0.1,2,43,3,1,50,Matches,585a73a8
81,Steven Alzate,co COL,MF,Brighton,Premier League,21,1998,10.0,403,449,89.8,6190,1326,216,235,91.9,142,150,94.7,30,35,85.7,0,0.6,0.3,-0.6,11,37,6,1,39,Matches,ad1f61f3
82,Ibrahim Amadou,fr FRA,MF,Angers,Ligue 1,27,1993,16.7,582,691,84.2,9479,3023,290,326,89.0,240,272,88.2,37,59,62.7,0,0.2,0.2,-0.2,4,52,1,0,63,Matches,9260926b
83,Romain Amalfitano,fr FRA,FWDF,Dijon,Ligue 1,30,1989,1.3,44,57,77.2,877,276,16,16,100.0,21,29,72.4,7,10,70.0,0,0.0,0.0,0.0,1,6,0,0,8,Matches,d7bf3d19
84,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,La Liga,18,2001,0.5,9,14,64.3,130,36,5,6,83.3,3,4,75.0,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,0,Matches,69c5633e
85,Daniel Amartey,gh GHA,DF,Leicester City,Premier League,25,1994,8.0,414,493,84.0,7047,2296,178,195,91.3,203,233,87.1,26,43,60.5,0,0.0,0.1,0.0,0,15,2,0,24,Matches,1a4ef233
86,Jordan Amavi,fr FRA,DF,Marseille,Ligue 1,26,1994,9.0,343,442,77.6,5892,1736,158,193,81.9,138,166,83.1,39,47,83.0,0,0.3,0.3,-0.3,5,11,6,2,25,Matches,22721b88
87,Thierry Ambrose,gp GLP,FW,Metz,Ligue 1,23,1997,8.4,164,243,67.5,2580,643,83,113,73.5,51,65,78.5,16,30,53.3,1,1.4,1.0,-0.4,11,21,9,2,30,Matches,2945f4b7
88,Wisdom Amey,it ITA,DF,Bologna,Serie A,14,2005,0.0,5,5,100.0,102,7,2,2,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches,35b4bc62
89,Nadiem Amiri,de GER,MF,Leverkusen,Bundesliga,23,1996,21.0,930,1139,81.7,15414,3793,464,512,90.6,325,377,86.2,102,168,60.7,6,3.1,3.7,+2.9,38,96,27,3,113,Matches,555d5edd
90,Ethan Ampadu,wls WAL,DFMF,Sheffield United,Premier League,19,2000,23.2,870,1087,80.0,15680,5536,370,424,87.3,378,446,84.8,102,158,64.6,0,1.2,1.1,-1.2,11,76,14,2,100,Matches,10b9fa99
91,Sofyan Amrabat,ma MAR,MF,Fiorentina,Serie A,23,1996,27.1,1210,1378,87.8,23407,5627,469,531,88.3,540,582,92.8,179,204,87.7,0,0.6,0.9,-0.6,13,143,11,4,151,Matches,5a2cb25d
92,Jon Ander Garrido,es ESP,MF,Cádiz,La Liga,30,1989,8.9,180,230,78.3,2990,1025,78,96,81.3,74,92,80.4,17,21,81.0,0,0.1,0.1,-0.1,2,22,1,1,22,Matches,c46736ab
93,Joachim Andersen,dk DEN,DF,Fulham,Premier League,24,1996,30.3,1609,1993,80.7,34882,12812,427,491,87.0,912,1007,90.6,252,442,57.0,1,0.4,0.9,+0.6,8,130,6,1,95,Matches,e34fc66d
94,Joachim Andersen,dk DEN,DF,Lyon,Ligue 1,24,1996,2.1,105,117,89.7,2031,794,45,47,95.7,47,51,92.2,13,18,72.2,0,0.0,0.0,0.0,0,11,0,0,12,Matches,e34fc66d
95,Djavan Anderson,nl NED,DF,Lazio,Serie A,25,1995,0.8,23,32,71.9,265,37,15,19,78.9,7,8,87.5,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,ca241ad3
96,Elliot Anderson,eng ENG,MF,Newcastle United,Premier League,17,2002,0.0,1,1,100.0,13,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,de31038e
97,Felipe Anderson,br BRA,FWMF,West Ham,Premier League,27,1993,0.0,3,5,60.0,45,23,1,2,50.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,9f1893b9
98,Sebastian Andersson,se SWE,FW,Köln,Bundesliga,29,1991,12.5,168,247,68.0,2188,346,96,128,75.0,56,86,65.1,3,5,60.0,0,0.3,0.4,-0.3,6,15,4,1,20,Matches,b4cf5806
99,Nícolas Andrade,br BRA,GK,Udinese,Serie A,32,1988,2.0,34,40,85.0,978,673,6,6,100.0,19,19,100.0,9,15,60.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,326d09ef
100,Benjamin André,fr FRA,MF,Lille,Ligue 1,29,1990,32.1,1703,2040,83.5,26480,7377,886,984,90.0,606,706,85.8,124,189,65.6,1,1.1,1.6,-0.1,22,194,7,4,200,Matches,ef9c1c95
101,Marcos André,br BRA,FW,Valladolid,La Liga,23,1996,13.1,114,199,57.3,1687,369,63,101,62.4,30,50,60.0,9,16,56.3,1,0.7,0.3,+0.3,6,10,0,0,15,Matches,ae86d473
102,Robert Andrich,de GER,MF,Union Berlin,Bundesliga,25,1994,28.1,1127,1442,78.2,19061,5611,534,632,84.5,460,553,83.2,99,170,58.2,2,2.0,2.4,0.0,20,111,12,0,128,Matches,e0b113a7
103,Victorien Angban,ci CIV,MF,Metz,Ligue 1,23,1996,18.6,780,890,87.6,14254,3981,327,360,90.8,350,385,90.9,94,118,79.7,1,0.5,0.7,+0.5,12,81,6,1,90,Matches,d8992b84
104,Ángel,es ESP,GK,Granada,La Liga,18,2002,1.0,14,31,45.2,627,593,0,0,,5,6,83.3,9,25,36.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,b1e5bbec
105,José Ángel,es ESP,DF,Eibar,La Liga,30,1989,10.0,510,692,73.7,9539,3682,226,260,86.9,187,245,76.3,80,143,55.9,0,1.0,1.0,-1.0,9,51,13,7,55,Matches,3024e383
106,Miguel Ángel Rubio,es ESP,DF,Valladolid,La Liga,22,1998,1.5,39,54,72.2,847,440,14,15,93.3,17,22,77.3,8,16,50.0,0,0.0,0.0,0.0,0,4,0,0,3,Matches,56cafd0a
107,Angeliño,es ESP,DFFW,RB Leipzig,Bundesliga,23,1997,24.0,1057,1500,70.5,17210,6049,561,634,88.5,373,516,72.3,92,248,37.1,4,5.5,7.2,-1.5,52,70,55,28,93,Matches,30941e96
108,Davide Angelo Ghislandi,it ITA,DF,Atalanta,Serie A,19,2001,0.1,3,3,100.0,51,9,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,0e0e4422
109,Philip Ankhrah,gh GHA,MF,Hellas Verona,Serie A,17,2002,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,f5409698
110,Cristian Ansaldi,ar ARG,DFFW,Torino,Serie A,33,1986,21.6,674,997,67.6,12959,5276,308,350,88.0,242,345,70.1,106,248,42.7,6,5.0,4.8,+1.0,36,64,40,34,66,Matches,bbafc0c4
111,Waldemar Anton,de GER,DF,Stuttgart,Bundesliga,24,1996,30.1,1835,2097,87.5,34500,14015,630,678,92.9,1039,1118,92.9,147,243,60.5,1,0.9,1.1,+0.1,9,69,10,3,116,Matches,5e66fa06
112,Michail Antonio,jm JAM,FW,West Ham,Premier League,30,1990,21.9,316,494,64.0,4273,796,192,266,72.2,78,122,63.9,18,30,60.0,5,3.0,1.8,+2.0,27,24,13,2,36,Matches,ac05f970
113,José Antonio Miranda,gq EQG,MFDF,Getafe,La Liga,22,1998,0.3,9,16,56.3,75,8,8,10,80.0,0,4,0.0,0,0,,0,0.0,0.2,0.0,0,0,0,0,0,Matches,683788fd
114,Valentin Antov,bg BUL,DF,Bologna,Serie A,19,2000,2.6,108,122,88.5,2182,854,41,42,97.6,51,55,92.7,16,25,64.0,0,0.0,0.0,0.0,1,4,0,0,6,Matches,8f68aa41
115,Houssem Aouar,dz ALG,MFFW,Lyon,Ligue 1,22,1998,19.8,833,991,84.1,11684,3219,484,542,89.3,247,278,88.8,47,69,68.1,3,4.0,3.6,-1.0,38,91,29,0,130,Matches,a5db0bec
116,Adil Aouchiche,fr FRA,MFFW,Saint-Étienne,Ligue 1,18,2002,19.2,571,818,69.8,10069,3336,307,364,84.3,152,213,71.4,85,181,47.0,5,5.8,4.0,-0.8,59,57,25,7,87,Matches,b94b8be1
117,Dennis Appiah,fr FRA,DF,Nantes,Ligue 1,28,1992,17.3,629,869,72.4,9451,4966,361,416,86.8,226,311,72.7,32,98,32.7,2,1.2,1.0,+0.8,14,66,16,5,77,Matches,feb5d3ab
118,Aritz Arambarri,es ESP,DF,Real Sociedad,La Liga,22,1998,0.3,13,19,68.4,240,92,4,6,66.7,7,8,87.5,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches,f28876e5
119,Mauro Arambarri,uy URU,MF,Getafe,La Liga,24,1995,33.1,739,1093,67.6,15261,4087,268,339,79.1,289,389,74.3,153,291,52.6,0,2.0,2.4,-2.0,21,81,24,10,119,Matches,58afe001
120,Charles Aránguiz,cl CHI,MF,Leverkusen,Bundesliga,31,1989,18.5,998,1168,85.4,16391,5528,476,526,90.5,416,461,90.2,71,115,61.7,0,0.6,1.1,-0.6,15,113,13,0,119,Matches,56413b1f
