Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,TCmp,TAtt,TCmp%,TotDist,PrgDist,SCmp,SAtt,SCmp%,MCmp,MAtt,MCmp%,LCmp,LAtt,LCmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
628,Alphonso Davies,ca CAN,DF,Bayern Munich,Bundesliga,19,2000,19.6,1322,1492,88.6,19267,5346,747,809,92.3,481,520,92.5,46,69,66.7,2,1.9,2.2,+0.1,21,107,19,6,123,Matches,d781d855
629,Ben Davies,wls WAL,DF,Tottenham,Premier League,27,1993,15.0,627,817,76.7,10059,4000,317,356,89.0,252,302,83.4,41,110,37.3,1,0.6,0.6,+0.4,8,46,8,4,51,Matches,44781702
630,Tom Davies,eng ENG,MF,Everton,Premier League,22,1998,15.8,572,706,81.0,9594,2599,276,321,86.0,237,269,88.1,46,68,67.6,1,0.9,1.0,+0.1,6,42,5,1,49,Matches,9228b07c
631,Keinan Davis,eng ENG,FWMF,Aston Villa,Premier League,22,1998,3.1,55,77,71.4,689,133,38,41,92.7,11,20,55.0,2,5,40.0,1,0.6,0.4,+0.4,6,2,3,0,6,Matches,9deaf2c8
632,Leif Davis,eng ENG,DF,Leeds United,Premier League,20,2000,0.4,17,19,89.5,336,162,6,6,100.0,9,10,90.0,2,3,66.7,0,0.0,0.0,0.0,0,0,1,0,1,Matches,8574c61f
633,Paweł Dawidowicz,pl POL,DF,Hellas Verona,Serie A,25,1995,20.7,741,901,82.2,12832,4243,326,368,88.6,344,399,86.2,61,102,59.8,0,1.0,0.8,-1.0,5,35,4,0,48,Matches,16bb656a
634,Craig Dawson,eng ENG,DF,West Ham,Premier League,30,1990,21.4,611,767,79.7,12760,4408,171,193,88.6,336,368,91.3,96,185,51.9,0,0.1,0.1,-0.1,2,37,0,0,39,Matches,3e9e06cb
635,Kevin De Bruyne,be BEL,MF,Manchester City,Premier League,29,1991,22.2,1078,1429,75.4,18890,5626,509,593,85.8,402,498,80.7,131,222,59.0,12,8.0,6.2,+4.0,77,125,76,10,213,Matches,e46012d4
636,Bobby De Cordova-Reid,jm JAM,MFFW,Fulham,Premier League,27,1993,26.4,615,830,74.1,9138,2549,325,388,83.8,216,279,77.4,38,86,44.2,2,1.1,1.8,+0.9,14,37,21,4,67,Matches,0f7533cd
637,Sebastien De Maio,fr FRA,DF,Udinese,Serie A,33,1987,9.5,310,368,84.2,5849,2117,106,117,90.6,166,183,90.7,31,54,57.4,0,0.0,0.2,0.0,0,6,1,0,17,Matches,952a03fe
638,Rodrigo De Paul,ar ARG,MF,Udinese,Serie A,26,1994,35.6,1549,2134,72.6,30867,10628,597,707,84.4,639,817,78.2,267,475,56.2,9,11.2,10.3,-2.2,82,210,86,24,308,Matches,162efffd
639,Mattia De Sciglio,it ITA,DF,Juventus,Serie A,27,1992,0.3,9,12,75.0,126,12,5,6,83.3,4,4,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,ae4e2852
640,Mattia De Sciglio,it ITA,DF,Lyon,Ligue 1,27,1992,16.3,809,980,82.6,13193,4921,409,448,91.3,316,379,83.4,60,99,60.6,1,1.0,1.3,0.0,9,62,18,6,79,Matches,ae4e2852
641,Lorenzo De Silvestri,it ITA,DF,Bologna,Serie A,32,1988,23.8,954,1283,74.4,16289,7527,441,507,87.0,406,535,75.9,87,179,48.6,0,0.7,1.0,-0.7,13,94,18,9,104,Matches,e74f0e59
642,Thibault De Smet,be BEL,DF,Reims,Ligue 1,22,1998,5.5,279,364,76.6,4469,1565,144,167,86.2,121,147,82.3,12,32,37.5,0,0.2,0.1,-0.2,4,23,2,0,29,Matches,5fdcb075
643,Lucas Deaux,fr FRA,MFDF,Nîmes,Ligue 1,31,1988,19.5,795,1013,78.5,15477,4726,318,374,85.0,329,382,86.1,123,194,63.4,2,1.5,1.3,+0.5,19,63,9,5,76,Matches,44f8c299
644,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,Ligue 1,35,1985,23.4,909,1267,71.7,14644,6942,509,588,86.6,292,404,72.3,86,197,43.7,1,1.5,1.0,-0.5,18,71,28,17,80,Matches,92232aad
645,Grégoire Defrel,mq MTQ,MFFW,Sassuolo,Serie A,29,1991,14.8,360,413,87.2,4719,942,222,240,92.5,90,102,88.2,13,18,72.2,3,1.0,1.1,+2.0,19,22,11,0,51,Matches,854ee61a
646,Alessandro Deiola,it ITA,MF,Spezia,Serie A,24,1995,4.0,117,156,75.0,2153,449,51,57,89.5,45,55,81.8,16,29,55.2,0,0.3,0.3,-0.3,8,7,0,0,12,Matches,7f267d66
647,Alessandro Deiola,it ITA,MF,Cagliari,Serie A,24,1995,6.8,197,241,81.7,3340,872,104,121,86.0,67,77,87.0,23,32,71.9,0,0.8,0.2,-0.8,6,16,3,3,14,Matches,7f267d66
648,Romain Del Castillo,fr FRA,MFFW,Rennes,Ligue 1,24,1996,7.2,267,374,71.4,4225,1157,137,171,80.1,102,132,77.3,19,41,46.3,5,2.7,2.5,+2.3,19,19,12,6,41,Matches,0be95d34
649,Lorenzo Del Pinto,it ITA,MF,Benevento,Serie A,30,1990,0.1,5,8,62.5,65,29,2,3,66.7,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,081b6080
650,Thomas Delaine,fr FRA,DFFW,Metz,Ligue 1,28,1992,19.8,601,830,72.4,9277,2904,329,367,89.6,222,313,70.9,33,93,35.5,2,1.1,1.8,+0.9,12,25,17,13,43,Matches,8332db56
651,Thomas Delaney,dk DEN,MF,Dortmund,Bundesliga,28,1991,14.3,684,828,82.6,11683,2983,328,368,89.1,255,289,88.2,69,113,61.1,1,0.2,0.4,+0.8,5,58,6,0,58,Matches,fe641c1a
652,Liam Delap,eng ENG,FW,Manchester City,Premier League,17,2003,0.4,5,6,83.3,42,0,4,4,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,dd897ee7
653,Jonathan Delaplace,fr FRA,DF,Lorient,Ligue 1,34,1986,10.1,380,517,73.5,5715,2176,217,250,86.8,126,179,70.4,23,58,39.7,1,1.8,1.2,-0.8,12,25,13,9,30,Matches,79685569
654,Sacha Delaye,fr FRA,MF,Montpellier,Ligue 1,18,2002,0.1,2,3,66.7,38,35,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,e4448c8c
655,Cristian Dell'Orco,it ITA,DF,Spezia,Serie A,26,1994,2.9,112,143,78.3,2023,655,50,55,90.9,50,58,86.2,11,24,45.8,0,0.0,0.0,0.0,0,4,0,0,6,Matches,b0243215
656,Andy Delort,dz ALG,FW,Montpellier,Ligue 1,28,1991,27.6,530,905,58.6,8566,2307,280,401,69.8,163,298,54.7,58,103,56.3,9,6.4,6.0,+2.6,54,40,39,24,69,Matches,d33c706e
657,Fabian Delph,eng ENG,MFDF,Everton,Premier League,30,1989,3.0,204,233,87.6,2997,716,112,114,98.2,72,79,91.1,11,23,47.8,0,0.1,0.1,-0.1,2,13,1,0,11,Matches,111c3236
658,Moussa Dembélé,fr FRA,FW,Atlético Madrid,La Liga,24,1996,1.1,20,32,62.5,221,15,14,15,93.3,5,11,45.5,0,0,,0,0.0,0.0,0.0,1,0,0,0,1,Matches,e7986081
659,Moussa Dembélé,fr FRA,FW,Lyon,Ligue 1,24,1996,7.5,96,138,69.6,1082,271,66,88,75.0,13,24,54.2,4,5,80.0,0,1.0,0.8,-1.0,7,5,6,0,14,Matches,e7986081
660,Ousmane Dembélé,fr FRA,FW,Barcelona,La Liga,23,1997,19.7,832,1019,81.6,11560,2341,505,569,88.8,242,296,81.8,39,63,61.9,3,4.2,5.3,-1.2,39,38,43,8,87,Matches,b19db005
661,Merih Demiral,tr TUR,DF,Juventus,Serie A,22,1998,10.4,587,625,93.9,10490,3345,209,219,95.4,333,343,97.1,38,52,73.1,1,0.5,0.1,+0.5,4,20,0,0,22,Matches,e3cceee6
662,Kerem Demirbay,de GER,MF,Leverkusen,Bundesliga,27,1993,19.4,935,1217,76.8,16156,5375,473,536,88.2,291,357,81.5,125,230,54.3,3,3.7,3.7,-0.7,36,123,21,6,130,Matches,54b4dc4e
663,Ermedin Demirović,ba BIH,FW,Freiburg,Bundesliga,22,1998,16.6,133,258,51.6,1991,725,67,110,60.9,51,93,54.8,6,15,40.0,6,4.3,1.1,+1.7,16,14,11,2,39,Matches,ed79b7d3
664,Diego Demme,de GER,MF,Napoli,Serie A,28,1991,17.7,1110,1254,88.5,17972,4107,572,604,94.7,413,456,90.6,94,125,75.2,3,1.9,0.8,+1.1,20,119,15,1,117,Matches,dc3fa3b5
665,Jason Denayer,be BEL,DF,Lyon,Ligue 1,25,1995,29.0,1598,1692,94.4,30030,10968,588,622,94.5,836,864,96.8,158,177,89.3,0,0.0,0.3,0.0,1,70,0,0,93,Matches,47af88b8
666,Leander Dendoncker,be BEL,MFDF,Wolves,Premier League,25,1995,27.8,1032,1212,85.1,17020,4193,476,541,88.0,442,492,89.8,74,97,76.3,0,0.7,0.9,-0.7,17,68,8,1,88,Matches,5a7301ae
667,Kévin Denkey,tg TOG,FW,Nîmes,Ligue 1,19,2000,5.8,75,108,69.4,1186,169,37,49,75.5,28,34,82.4,6,13,46.2,1,0.6,0.2,+0.4,5,7,3,0,10,Matches,0d3585b5
668,Emmanuel Dennis,ng NGA,FW,Köln,Bundesliga,22,1997,5.3,95,137,69.3,1223,169,61,70,87.1,20,34,58.8,6,6,100.0,1,0.2,0.4,+0.8,2,5,3,2,4,Matches,2c44a35d
669,Stefano Denswil,sr SUR,DF,Bologna,Serie A,27,1993,1.3,64,82,78.0,1314,454,19,24,79.2,35,37,94.6,9,14,64.3,0,0.0,0.0,0.0,0,6,1,0,6,Matches,5832ebfe
670,Fabio Depaoli,it ITA,DF,Benevento,Serie A,23,1997,12.4,290,411,70.6,5133,2761,131,154,85.1,121,154,78.6,31,69,44.9,0,0.4,0.7,-0.4,8,21,13,7,34,Matches,d97f2e8d
671,Fabio Depaoli,it ITA,MF,Sampdoria,Serie A,23,1997,0.9,10,16,62.5,158,80,7,10,70.0,1,2,50.0,2,2,100.0,0,0.1,0.0,-0.1,1,2,0,0,2,Matches,d97f2e8d
672,Fabio Depaoli,it ITA,DF,Atalanta,Serie A,23,1997,2.1,81,99,81.8,1070,445,51,56,91.1,22,26,84.6,3,6,50.0,0,0.2,0.1,-0.2,3,4,0,0,8,Matches,d97f2e8d
673,Clément Depres,fr FRA,FW,Nîmes,Ligue 1,25,1994,0.2,4,5,80.0,55,15,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches,e53ab10b
674,Mike van der Hoorn,nl NED,DF,Arminia,Bundesliga,27,1992,15.1,724,839,86.3,15831,5250,184,201,91.5,427,452,94.5,109,169,64.5,0,0.2,0.3,-0.2,3,29,3,0,36,Matches,25f50295
675,Kastriot Dermaku,al ALB,DF,Parma,Serie A,28,1992,1.1,35,40,87.5,693,193,8,9,88.9,24,26,92.3,3,3,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,2990c466
676,Kiril Despodov,bg BUL,FW,Cagliari,Serie A,23,1996,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,13c8e5f6
677,Sergiño Dest,us USA,DFFW,Barcelona,La Liga,19,2000,21.2,1142,1294,88.3,13863,3400,780,832,93.8,264,297,88.9,21,40,52.5,1,2.1,2.7,-1.1,23,47,30,4,76,Matches,5976f83e
678,Mattia Destro,it ITA,FW,Genoa,Serie A,29,1991,17.8,185,274,67.5,2391,442,117,160,73.1,36,58,62.1,10,17,58.8,1,0.5,0.4,+0.5,7,10,3,1,13,Matches,d7d32194
679,Gerard Deulofeu,es ESP,FWMF,Udinese,Serie A,26,1994,6.6,166,248,66.9,2299,622,97,122,79.5,50,70,71.4,9,24,37.5,1,1.1,1.0,-0.1,7,10,12,1,27,Matches,39583cfd
680,Deyverson,br BRA,FW,Alavés,La Liga,29,1991,9.7,150,299,50.2,2626,859,76,137,55.5,46,87,52.9,21,46,45.7,3,2.4,0.8,+0.6,10,22,7,2,27,Matches,2e5e846d
681,Jacopo Dezi,it ITA,FWMF,Parma,Serie A,28,1992,0.9,33,44,75.0,455,90,19,20,95.0,11,16,68.8,2,6,33.3,0,0.1,0.3,-0.1,1,2,1,0,5,Matches,e921b9db
682,Samuel Di Carmine,it ITA,FW,Hellas Verona,Serie A,31,1988,5.6,81,134,60.4,928,95,51,74,68.9,21,39,53.8,2,2,100.0,0,0.1,0.1,-0.1,4,4,2,0,7,Matches,ef94dc2f
683,Samuel Di Carmine,it ITA,FW,Crotone,Serie A,31,1988,5.3,74,97,76.3,1058,116,37,44,84.1,23,32,71.9,5,6,83.3,0,0.0,0.1,0.0,0,3,3,0,10,Matches,ef94dc2f
684,Giovanni Di Lorenzo,it ITA,DF,Napoli,Serie A,26,1993,36.0,2228,2586,86.2,34895,12760,1197,1283,93.3,829,932,88.9,142,215,66.0,6,5.7,4.1,+0.3,48,227,61,13,259,Matches,230a2fac
685,Ángel Di María,ar ARG,FWMF,Paris S-G,Ligue 1,32,1988,20.6,885,1220,72.5,14565,5035,470,534,88.0,266,375,70.9,102,194,52.6,9,11.2,10.4,-2.2,69,106,76,12,159,Matches,19cda00b
686,Alessandro Di Pardo,it ITA,FWDF,Juventus,Serie A,21,1999,0.2,4,7,57.1,44,12,4,4,100.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches,e0ce7038
687,Giuseppe Di Serio,it ITA,FWMF,Benevento,Serie A,19,2001,3.2,55,74,74.3,728,219,25,30,83.3,21,24,87.5,2,5,40.0,0,0.0,0.4,0.0,1,2,3,0,10,Matches,5048486b
688,Boulaye Dia,sn SEN,FWMF,Reims,Ligue 1,23,1996,32.6,488,621,78.6,7138,1270,265,325,81.5,153,176,86.9,33,41,80.5,1,1.8,1.3,-0.8,29,30,17,1,56,Matches,244bc2c8
689,Abdoulay Diaby,ml MLI,DF,Getafe,La Liga,29,1991,0.2,5,10,50.0,38,7,5,6,83.3,0,1,0.0,0,2,0.0,0,0.1,0.1,-0.1,1,0,0,0,0,Matches,23c5db70
690,Moussa Diaby,fr FRA,FWMF,Leverkusen,Bundesliga,21,1999,26.5,712,946,75.3,11021,2014,395,446,88.6,245,314,78.0,47,93,50.5,11,6.7,6.4,+4.3,44,33,37,17,62,Matches,aeed5c06
691,Mbaye Diagne,sn SEN,FW,West Brom,Premier League,28,1991,13.2,149,241,61.8,1909,382,98,131,74.8,24,57,42.1,10,15,66.7,2,1.0,0.9,+1.0,9,10,3,2,12,Matches,dda3969e
692,Mouctar Diakhaby,gn GUI,DF,Valencia,La Liga,23,1996,23.1,841,997,84.4,17595,5973,255,279,91.4,462,503,91.8,117,186,62.9,0,0.0,0.1,0.0,1,44,0,0,47,Matches,d2110326
693,Abdou Diallo,sn SEN,DF,Paris S-G,Ligue 1,24,1996,16.6,1099,1187,92.6,18311,7321,526,542,97.0,467,498,93.8,79,106,74.5,1,0.5,0.5,+0.5,1,69,5,2,76,Matches,fc62f087
694,Amad Diallo,ci CIV,FW,Manchester United,Premier League,18,2002,1.8,52,64,81.3,662,174,29,34,85.3,15,17,88.2,2,3,66.7,1,0.5,0.2,+0.5,2,5,2,0,9,Matches,9dc96f10
695,Amad Diallo,ci CIV,MF,Atalanta,Serie A,18,2002,0.2,9,10,90.0,159,63,5,5,100.0,3,4,75.0,1,1,100.0,0,0.1,0.0,-0.1,1,2,1,0,3,Matches,9dc96f10
696,Habib Diallo,sn SEN,FW,Strasbourg,Ligue 1,25,1995,25.8,371,563,65.9,5893,1220,204,278,73.4,114,165,69.1,35,52,67.3,3,2.4,2.6,+0.6,20,21,18,3,39,Matches,6605d143
697,Habib Diallo,sn SEN,FWMF,Metz,Ligue 1,25,1995,1.6,17,34,50.0,296,72,8,18,44.4,7,10,70.0,2,2,100.0,0,0.4,0.1,-0.4,1,1,3,0,3,Matches,6605d143
698,Ibrahima Diallo,fr FRA,MF,Southampton,Premier League,21,1999,11.3,503,600,83.8,7940,2034,253,286,88.5,193,217,88.9,32,60,53.3,0,0.6,0.4,-0.6,9,46,5,1,46,Matches,11ff3d56
699,Ibrahima Diallo,fr FRA,MF,Brest,Ligue 1,21,1999,4.9,247,288,85.8,4810,1238,88,100,88.0,121,128,94.5,35,49,71.4,0,0.3,0.2,-0.3,2,19,1,0,23,Matches,11ff3d56
700,Amadou Diambo,gh GHA,FW,Benevento,Serie A,19,2001,0.0,7,7,100.0,88,18,5,5,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,c3a847c7
701,Grady Diangana,cd COD,MFFW,West Brom,Premier League,22,1998,13.7,260,360,72.2,3328,806,176,212,83.0,62,87,71.3,10,22,45.5,0,0.2,0.2,-0.2,5,13,8,1,32,Matches,f522d7ec
702,Stéphane Diarra,fr FRA,MFFW,Lorient,Ligue 1,21,1998,2.2,57,84,67.9,934,329,29,41,70.7,20,26,76.9,5,11,45.5,0,0.3,0.4,-0.3,6,2,8,5,8,Matches,29939a1d
703,Rúben Dias,pt POR,DF,Manchester City,Premier League,23,1997,31.6,2531,2722,93.0,48311,16407,792,839,94.4,1499,1554,96.5,210,275,76.4,0,0.1,0.4,-0.1,3,161,5,1,154,Matches,31c69ef1
704,Krépin Diatta,sn SEN,MFDF,Monaco,Ligue 1,21,1999,4.3,114,161,70.8,1475,272,74,88,84.1,33,46,71.7,1,5,20.0,0,0.1,0.2,-0.1,2,7,2,0,11,Matches,8104e41e
705,Amadou Diawara,gn GUI,MF,Roma,Serie A,23,1997,7.3,362,403,89.8,6789,1675,138,144,95.8,178,200,89.0,42,50,84.0,0,0.4,0.3,-0.4,1,35,2,0,39,Matches,bf309d24
706,Brahim Díaz,ma MAR,MFFW,Milan,Serie A,20,1999,13.6,415,488,85.0,5535,1169,242,267,90.6,113,130,86.9,22,36,61.1,3,1.5,1.4,+1.5,20,28,11,2,43,Matches,407feb71
707,Víctor Díaz,es ESP,DF,Granada,La Liga,32,1988,9.2,258,391,66.0,4812,2203,108,127,85.0,112,155,72.3,34,89,38.2,2,0.5,0.5,+1.5,8,22,5,4,32,Matches,3624ce4c
708,Daniel Didavi,de GER,MFFW,Stuttgart,Bundesliga,30,1990,10.8,296,412,71.8,4814,1620,143,168,85.1,109,143,76.2,28,62,45.2,3,2.7,2.7,+0.3,26,48,19,2,62,Matches,d3096421
709,Bamba Dieng,sn SEN,FWDF,Marseille,Ligue 1,20,2000,1.4,14,19,73.7,153,21,7,11,63.6,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches,40774c6b
710,Eric Dier,eng ENG,DF,Tottenham,Premier League,26,1994,28.0,1493,1802,82.9,29242,11463,507,569,89.1,783,863,90.7,179,323,55.4,0,0.3,0.4,-0.3,6,66,6,0,65,Matches,ac861941
711,Daan Dierckx,be BEL,DF,Parma,Serie A,17,2003,5.2,185,211,87.7,4118,1261,38,43,88.4,119,124,96.0,28,43,65.1,0,0.0,0.0,0.0,0,9,1,0,8,Matches,3a35db3d
712,Lucas Digne,fr FRA,DFMF,Everton,Premier League,27,1993,29.8,1231,1736,70.9,19677,7569,652,744,87.6,447,616,72.6,92,232,39.7,7,5.2,4.3,+1.8,44,63,34,26,98,Matches,1b84dbe1
713,Mitchell Dijks,nl NED,DF,Bologna,Serie A,27,1993,16.5,602,794,75.8,8969,4150,332,385,86.2,223,290,76.9,26,65,40.0,0,0.2,0.2,-0.2,6,41,4,2,59,Matches,0a3065c8
714,Javairô Dilrosun,nl NED,FWMF,Hertha BSC,Bundesliga,22,1998,5.9,128,175,73.1,2140,532,58,70,82.9,36,51,70.6,20,31,64.5,1,0.3,0.4,+0.7,5,11,6,1,18,Matches,34a0f5ff
715,Federico Dimarco,it ITA,DF,Hellas Verona,Serie A,22,1997,29.0,1298,1859,69.8,23419,9704,600,675,88.9,507,659,76.9,164,423,38.8,3,7.8,6.3,-4.8,72,135,32,16,172,Matches,970b8574
716,Junior Dina Ebimbe,fr FRA,FWMF,Dijon,Ligue 1,19,2000,23.8,634,800,79.3,9806,2134,349,403,86.6,223,263,84.8,43,74,58.1,1,2.4,1.5,-1.4,25,54,17,4,67,Matches,95bb6ddc
717,Tristan Dingomé,cm CMR,MF,Reims,Ligue 1,29,1991,0.2,12,15,80.0,193,31,5,5,100.0,7,7,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,92b56413
718,Eren Dinkçi,de GER,MFFW,Werder Bremen,Bundesliga,18,2001,1.2,18,23,78.3,191,97,12,15,80.0,3,3,100.0,0,0,,0,0.2,0.1,-0.2,3,2,2,0,4,Matches,4ccd8957
719,Sinaly Diomande,ci CIV,DF,Lyon,Ligue 1,19,2001,12.6,638,739,86.3,11452,4645,242,266,91.0,325,365,89.0,52,75,69.3,0,0.3,0.4,-0.3,4,35,2,0,41,Matches,6de23ab0
720,Lois Diony,fr FRA,FW,Angers,Ligue 1,27,1992,19.4,235,390,60.3,3273,505,146,206,70.9,61,100,61.0,12,24,50.0,1,1.9,1.1,-0.9,17,10,8,3,20,Matches,4be0b467
721,Issa Diop,fr FRA,DF,West Ham,Premier League,23,1997,15.3,480,585,82.1,8545,3192,191,225,84.9,249,272,91.5,32,64,50.0,0,0.0,0.1,0.0,1,22,0,0,30,Matches,a712ca2b
722,Papakouli Diop,sn SEN,MF,Eibar,La Liga,34,1986,25.8,605,882,68.6,11709,3289,229,303,75.6,283,394,71.8,81,137,59.1,1,0.8,1.0,+0.2,12,93,10,4,98,Matches,7329018e
723,Sofiane Diop,fr FRA,MFFW,Monaco,Ligue 1,20,2000,22.5,770,985,78.2,11707,3137,420,480,87.5,264,328,80.5,49,90,54.4,1,2.8,2.5,-1.8,29,74,26,2,127,Matches,19053e31
724,Andy Diouf,fr FRA,FW,Rennes,Ligue 1,17,2003,0.1,1,1,100.0,16,1,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,9b5237b1
725,Yehvann Diouf,sn SEN,GK,Reims,Ligue 1,20,1999,1.5,41,52,78.8,1017,682,7,7,100.0,24,24,100.0,10,21,47.6,0,0.0,0.0,0.0,0,1,0,0,0,Matches,eedea60b
726,Assane Dioussé,sn SEN,DF,Saint-Étienne,Ligue 1,22,1997,0.0,1,1,100.0,9,6,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,7f622eef
727,Jonas Dirkner,de GER,MF,Hertha BSC,Bundesliga,18,2002,0.2,1,3,33.3,42,40,0,0,,0,0,,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches,d699d8ef
728,Axel Disasi,fr FRA,DF,Monaco,Ligue 1,22,1998,22.3,1336,1558,85.8,25795,8343,437,467,93.6,751,824,91.1,130,230,56.5,0,0.4,0.7,-0.4,4,94,7,0,87,Matches,ad82197c
729,Tiago Djaló,pt POR,DF,Lille,Ligue 1,20,2000,9.7,614,711,86.4,10483,3256,279,302,92.4,263,293,89.8,51,79,64.6,0,0.1,0.4,-0.1,3,46,2,1,37,Matches,b2336681
730,Djené,tg TOG,DF,Getafe,La Liga,28,1991,32.7,757,1042,72.6,15294,5697,240,294,81.6,397,501,79.2,109,207,52.7,1,0.4,0.3,+0.6,6,51,3,1,71,Matches,a4971d84
731,Moussa Djenepo,ml MLI,MF,Southampton,Premier League,22,1998,13.8,290,407,71.3,4030,1102,163,193,84.5,94,124,75.8,12,26,46.2,0,0.4,0.6,-0.4,6,13,11,1,32,Matches,254147d4
732,Koffi Djidji,ci CIV,DF,Crotone,Serie A,27,1992,16.9,606,757,80.1,10623,4354,259,289,89.6,286,330,86.7,49,105,46.7,0,0.2,0.1,-0.2,4,42,2,0,56,Matches,933d3b51
733,Alexander Djiku,gh GHA,DFMF,Strasbourg,Ligue 1,25,1994,28.4,1134,1351,83.9,24532,9351,264,296,89.2,671,741,90.6,182,269,67.7,0,0.6,0.6,-0.6,4,70,1,0,83,Matches,43e7a164
734,Berat Djimsiti,al ALB,DF,Atalanta,Serie A,27,1993,29.2,1568,1798,87.2,25553,8946,777,845,92.0,634,706,89.8,113,166,68.1,3,2.3,2.5,+0.7,21,135,23,2,150,Matches,6eee05f1
735,Marko Dmitrović,rs SRB,GK,Eibar,La Liga,28,1992,34.7,585,1071,54.6,25494,21674,51,52,98.1,175,175,100.0,356,838,42.5,0,0.7,0.2,-0.7,4,71,3,0,3,Matches,ac295d9e
736,Ritsu Doan,jp JPN,MFFW,Arminia,Bundesliga,22,1998,30.8,518,838,61.8,8608,3365,265,325,81.5,166,260,63.8,63,173,36.4,2,3.6,3.8,-1.6,45,49,28,9,86,Matches,d01bbb6f
737,Mihai Dobre,ro ROU,FW,Dijon,Ligue 1,21,1998,5.9,123,171,71.9,1528,352,75,93,80.6,34,44,77.3,2,7,28.6,0,0.3,0.3,-0.3,4,7,0,0,7,Matches,a1f3f5a0
738,Matt Doherty,ie IRL,DF,Tottenham,Premier League,28,1992,13.8,657,841,78.1,9650,3462,363,410,88.5,229,298,76.8,33,65,50.8,2,0.7,0.6,+1.3,11,25,15,7,42,Matches,d557d734
739,Jeremy Doku,be BEL,MFFW,Rennes,Ligue 1,18,2002,25.7,773,969,79.8,11217,2548,474,549,86.3,246,294,83.7,35,56,62.5,3,2.9,4.7,+0.1,41,42,49,12,106,Matches,fffea3e5
740,Kasper Dolberg,dk DEN,FW,Nice,Ligue 1,22,1997,21.4,251,313,80.2,3386,407,135,164,82.3,81,94,86.2,8,12,66.7,2,1.1,0.9,+0.9,16,15,4,0,21,Matches,cc83b74d
741,Keagan Dolly,za RSA,MF,Montpellier,Ligue 1,27,1993,5.0,150,177,84.7,2231,457,88,96,91.7,42,51,82.4,13,18,72.2,0,0.3,0.3,-0.3,4,16,2,0,19,Matches,ccb1c3af
742,Jaume Doménech,es ESP,GK,Valencia,La Liga,29,1990,28.0,612,894,68.5,20204,16325,111,113,98.2,201,203,99.0,293,566,51.8,0,0.0,0.0,0.0,0,9,0,0,0,Matches,c9cb972b
743,Carlos Dominguez,es ESP,DF,Celta Vigo,La Liga,19,2001,4.0,126,157,80.3,2565,915,36,39,92.3,75,86,87.2,14,29,48.3,0,0.2,0.2,-0.2,2,5,0,0,7,Matches,3521abfe
744,Nicolás Domínguez,ar ARG,MF,Bologna,Serie A,22,1998,13.9,614,716,85.8,10175,3196,304,341,89.1,239,274,87.2,48,64,75.0,0,1.7,1.6,-1.7,19,69,11,2,72,Matches,20b3a502
745,John Donald,es ESP,DFMF,Elche,La Liga,19,2000,0.6,18,18,100.0,308,132,11,11,100.0,4,4,100.0,3,3,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,5e95c000
746,Ji Dong-won,kr KOR,FW,Mainz 05,Bundesliga,29,1991,0.7,15,29,51.7,181,64,12,19,63.2,3,7,42.9,0,0,,0,0.0,0.0,0.0,1,2,0,0,2,Matches,7d841904
747,Anastasios Donis,gr GRE,MF,Reims,Ligue 1,23,1996,1.1,12,24,50.0,136,30,9,14,64.3,3,5,60.0,0,2,0.0,0,0.0,0.0,0.0,0,0,1,1,0,Matches,0f26fd24
748,Gianluigi Donnarumma,it ITA,GK,Milan,Serie A,21,1999,37.0,979,1232,79.5,23908,17284,266,266,100.0,445,451,98.7,264,506,52.2,0,0.0,0.0,0.0,0,9,0,0,1,Matches,08f5afaa
749,Bas Dost,nl NED,FW,Eint Frankfurt,Bundesliga,31,1989,9.1,196,304,64.5,2599,675,122,179,68.2,51,79,64.6,9,15,60.0,2,2.6,2.1,-0.6,11,18,6,0,30,Matches,dc90cfbe
