Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,TCmp,TAtt,TCmp%,TotDist,PrgDist,SCmp,SAtt,SCmp%,MCmp,MAtt,MCmp%,LCmp,LAtt,LCmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
526,Ilyes Cheti,dz ALG,DF,Angers,Ligue 1,27,1995,2.3,102,118,86.4,1692,467,50,56,89.3,37,40,92.5,10,15,66.7,0,0.2,0.0,-0.2,1,6,1,1,4,Matches,9d498560
527,Lucas Chevalier,fr FRA,GK,Lille,Ligue 1,20,2001,32.0,779,1010,77.1,17580,12052,223,224,99.6,401,408,98.3,146,367,39.8,0,0.6,0.2,-0.6,2,19,0,0,0,Matches,b3d76d84
528,Fabio Chiarodia,it ITA,DF,Werder Bremen,Bundesliga,17,2005,0.7,15,22,68.2,335,140,3,6,50.0,8,9,88.9,4,5,80.0,0,0.0,0.0,0.0,0,3,0,0,4,Matches,48780156
529,Federico Chiesa,it ITA,DFMF,Juventus,Serie A,24,1997,9.5,246,338,72.8,3806,1114,135,163,82.8,87,119,73.1,14,26,53.8,5,2.6,1.7,+2.4,20,25,15,6,34,Matches,b0f7e36c
530,Ben Chilwell,eng ENG,DFMF,Chelsea,Premier League,25,1996,15.6,762,977,78.0,10963,3238,469,507,92.5,223,284,78.5,42,123,34.1,2,2.2,2.4,-0.2,21,42,10,7,41,Matches,d2424d1b
531,Vlad Chiricheș,ro ROU,DF,Cremonese,Serie A,32,1989,10.9,344,410,83.9,6776,3146,119,128,93.0,178,203,87.7,41,68,60.3,0,0.0,0.0,0.0,1,17,0,0,18,Matches,c316607a
532,Pedro Chirivella,es ESP,MF,Nantes,Ligue 1,25,1997,22.5,1163,1360,85.5,21412,6260,493,528,93.4,465,522,89.1,159,239,66.5,1,1.7,0.8,-0.7,24,182,12,1,172,Matches,68a26d51
533,Joris Chotard,fr FRA,MF,Montpellier,Ligue 1,20,2001,27.3,867,1092,79.4,15720,5467,354,414,85.5,364,425,85.6,110,183,60.1,6,3.5,2.7,+2.5,27,89,19,3,105,Matches,7909ffa4
534,Andreas Christensen,dk DEN,DF,Barcelona,La Liga,26,1996,19.6,1416,1507,94.0,25804,8685,549,580,94.7,740,761,97.2,113,142,79.6,1,0.5,0.9,+0.5,6,114,4,0,91,Matches,1cb49278
535,Oliver Christensen,dk DEN,GK,Hertha Berlin,Bundesliga,23,1999,33.0,777,1218,63.8,23464,18548,132,132,100.0,346,353,98.0,299,727,41.1,0,0.0,0.1,0.0,0,13,0,0,2,Matches,af104654
536,Ryan Christie,sct SCO,MFFW,Bournemouth,Premier League,27,1995,20.4,521,651,80.0,8356,2028,279,327,85.3,175,196,89.3,47,81,58.0,1,2.4,2.0,-1.4,30,43,19,2,71,Matches,26ce2263
537,Carney Chukwuemeka,eng ENG,MFFW,Chelsea,Premier League,18,2003,3.9,179,203,88.2,2291,502,126,140,90.0,33,37,89.2,8,8,100.0,0,0.6,0.6,-0.6,8,11,7,2,23,Matches,b2f9c73e
538,Samuel Chukwueze,ng NGA,FWMF,Villarreal,La Liga,23,1999,26.0,697,908,76.8,10572,2312,402,467,86.1,229,289,79.2,50,76,65.8,5,4.3,4.4,+0.7,44,35,45,7,85,Matches,b8a642fc
539,Chumi,es ESP,DF,Almeria,La Liga,23,1999,16.5,664,806,82.4,11229,4521,313,339,92.3,291,335,86.9,47,96,49.0,0,0.1,0.2,-0.1,2,35,3,2,32,Matches,2475cf9b
540,Darko Churlinov,mk MKD,FW,VfB Stuttgart,Bundesliga,22,2000,0.3,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,c6608135
541,Víctor Chust,es ESP,DF,Cadiz,La Liga,22,2000,10.7,364,440,82.7,8016,2967,105,118,89.0,172,192,89.6,78,113,69.0,0,0.0,0.1,0.0,1,22,1,0,22,Matches,ec1a731e
542,Tolga Ciğerci,tr TUR,MF,Hertha Berlin,Bundesliga,30,1992,7.5,326,420,77.6,5350,1484,146,169,86.4,150,185,81.1,22,43,51.2,1,0.3,0.5,+0.7,5,23,2,1,32,Matches,6e17c802
543,Yanis Cimignani,fr FRA,MFDF,Ajaccio,Ligue 1,20,2002,3.1,75,113,66.4,1245,267,41,51,80.4,25,40,62.5,8,14,57.1,0,0.1,0.1,-0.1,3,1,2,2,0,Matches,7495aba7
544,Daniel Ciofani,it ITA,FW,Cremonese,Serie A,37,1985,11.8,120,195,61.5,1690,427,64,92,69.6,34,54,63.0,10,16,62.5,0,0.7,0.9,-0.7,10,13,4,0,10,Matches,b09a3ecc
545,Tio Cipot,si SVN,FWMF,Spezia,Serie A,19,2003,1.5,40,59,67.8,522,155,25,27,92.6,13,18,72.2,1,6,16.7,0,0.1,0.1,-0.1,3,2,2,1,5,Matches,039a4fb6
546,Pathé Ciss,sn SEN,MFDF,Rayo Vallecano,La Liga,28,1994,14.2,575,700,82.1,11074,3062,226,268,84.3,273,307,88.9,70,96,72.9,0,0.3,0.3,-0.3,6,63,4,0,65,Matches,9a0408b6
547,Souleymane Cissé,fr FRA,DF,Clermont Foot,Ligue 1,19,2002,0.4,8,11,72.7,128,9,5,5,100.0,3,5,60.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,ff4d0258
548,Patrick Ciurria,it ITA,DFMF,Monza,Serie A,27,1995,30.6,1061,1335,79.5,16691,5156,563,633,88.9,387,493,78.5,76,140,54.3,5,5.5,3.3,-0.5,36,67,31,14,91,Matches,5de3866c
549,Bobby Clark,eng ENG,MF,Liverpool,Premier League,17,2005,0.1,1,1,100.0,29,17,0,0,,1,1,100.0,0,0,,0,0.0,0.1,0.0,0,0,1,0,1,Matches,73341ace
550,Alexis Claude-Maurice,fr FRA,FW,Nice,Ligue 1,24,1998,0.7,20,25,80.0,260,33,12,13,92.3,5,7,71.4,1,2,50.0,0,0.0,0.0,0.0,1,1,1,0,2,Matches,741418c3
551,Alexis Claude-Maurice,fr FRA,MFFW,Lens,Ligue 1,24,1998,6.7,201,240,83.8,2708,541,122,136,89.7,62,73,84.9,5,10,50.0,3,1.3,0.9,+1.7,7,16,7,0,25,Matches,741418c3
552,Jonathan Clauss,fr FRA,DF,Marseille,Ligue 1,29,1992,28.8,1091,1461,74.7,17647,6285,553,671,82.4,426,542,78.6,74,150,49.3,9,8.4,7.2,+0.6,49,90,54,23,121,Matches,5219ab4a
553,Carlos Clerc,es ESP,DFMF,Elche,La Liga,30,1992,29.3,1040,1397,74.4,16100,6659,563,638,88.2,392,495,79.2,63,179,35.2,1,2.1,2.0,-1.1,16,78,18,9,107,Matches,33a61a52
554,Nathaniel Clyne,eng ENG,DF,Crystal Palace,Premier League,31,1991,18.2,654,832,78.6,10205,3887,341,386,88.3,283,346,81.8,24,73,32.9,0,0.7,0.6,-0.7,7,51,6,5,52,Matches,0442183b
555,Conor Coady,eng ENG,DF,Everton,Premier League,29,1993,23.3,1025,1209,84.8,21731,8337,284,302,94.0,578,622,92.9,155,267,58.1,1,0.3,0.5,+0.7,4,73,3,1,43,Matches,2928dca2
556,Nicolò Cocetta,it ITA,DF,Udinese,Serie A,18,2003,0.4,11,12,91.7,170,57,4,4,100.0,7,8,87.5,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,1faa06d5
557,Marcus Coco,fr FRA,FWMF,Nantes,Ligue 1,26,1996,7.1,175,244,71.7,2841,897,97,124,78.2,48,67,71.6,20,35,57.1,0,1.1,0.7,-1.1,10,15,8,5,26,Matches,3010aefb
558,Alexandre Coeff,fr FRA,DF,Auxerre,Ligue 1,30,1992,6.5,287,353,81.3,6143,2229,72,88,81.8,165,183,90.2,44,68,64.7,1,0.3,0.1,+0.7,1,19,1,0,26,Matches,c4065f40
559,Jack Colback,eng ENG,MF,Nottingham Forest,Premier League,32,1989,5.5,119,143,83.2,1936,446,61,71,85.9,48,55,87.3,8,11,72.7,0,0.2,0.2,-0.2,2,12,3,1,16,Matches,963a9201
560,Séamus Coleman,ie IRL,DF,Everton,Premier League,33,1988,18.4,597,789,75.7,9624,3826,306,350,87.4,237,299,79.3,42,99,42.4,0,0.9,0.9,-0.9,4,35,18,7,61,Matches,0420d84f
561,David Čolina,hr CRO,DFFW,Augsburg,Bundesliga,22,2000,1.8,41,71,57.7,644,293,25,34,73.5,9,18,50.0,5,12,41.7,0,0.1,0.1,-0.1,2,3,2,1,6,Matches,dd5bbe0d
562,Álex Collado,es ESP,MF,Elche,La Liga,23,1999,8.0,276,336,82.1,4177,909,164,177,92.7,77,92,83.7,24,36,66.7,1,1.6,1.6,-0.6,20,25,10,2,34,Matches,85dace26
563,Diego Collado,es ESP,FW,Villarreal,La Liga,21,2001,0.1,5,7,71.4,111,15,2,3,66.7,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,b3f62bfc
564,Omar Colley,gm GAM,DF,Sampdoria,Serie A,29,1992,15.4,615,714,86.1,12155,4062,165,186,88.7,380,412,92.2,58,96,60.4,0,0.0,0.1,0.0,0,38,1,0,33,Matches,8b95acda
565,Nathan Collins,ie IRL,DF,Wolverhampton Wanderers,Premier League,21,2001,20.2,1001,1138,88.0,20045,6918,304,332,91.6,566,610,92.8,114,168,67.9,0,0.1,0.2,-0.1,2,68,2,0,64,Matches,a8c19eb8
566,Lorenzo Colombo,it ITA,FW,Lecce,Serie A,20,2002,16.8,208,332,62.7,2639,568,133,180,73.9,40,62,64.5,11,28,39.3,2,1.4,0.5,+0.6,17,14,6,2,21,Matches,04df29a5
567,Andrea Colpani,it ITA,MF,Monza,Serie A,23,1999,10.5,319,409,78.0,5412,1268,157,180,87.2,123,145,84.8,30,55,54.5,1,1.9,1.8,-0.9,17,28,14,2,51,Matches,6499048c
568,Levi Colwill,eng ENG,DF,Brighton,Premier League,19,2003,13.6,1027,1165,88.2,17912,7475,431,468,92.1,501,552,90.8,75,106,70.8,2,0.5,0.3,+1.5,7,78,3,0,70,Matches,700783e7
569,Kingsley Coman,fr FRA,FWMF,Bayern Munich,Bundesliga,26,1996,15.7,640,806,79.4,10106,2128,359,406,88.4,218,269,81.0,48,78,61.5,5,5.5,6.5,-0.5,42,26,44,17,70,Matches,042e8a49
570,Eray Cömert,ch SUI,DF,Valencia,La Liga,24,1998,18.6,815,945,86.2,17301,5980,208,234,88.9,484,514,94.2,113,170,66.5,0,0.1,0.2,-0.1,3,48,2,0,54,Matches,15937e17
571,Santi Comesaña,es ESP,MF,Rayo Vallecano,La Liga,25,1996,27.2,1024,1240,82.6,16598,5032,533,604,88.2,377,449,84.0,83,115,72.2,2,2.2,2.0,-0.2,41,136,17,2,150,Matches,5ae499d0
572,Andrea Consigli,it ITA,GK,Sassuolo,Serie A,35,1987,35.0,1130,1427,79.2,31355,20598,200,201,99.5,483,486,99.4,444,735,60.4,0,0.0,0.0,0.0,0,16,0,0,1,Matches,8cabdc1e
573,Abdu Conté,pt POR,DF,Troyes,Ligue 1,24,1998,14.6,591,754,78.4,10401,3886,256,303,84.5,270,324,83.3,52,83,62.7,2,2.0,1.8,0.0,14,41,14,6,56,Matches,cfa49cc1
574,Andrea Conti,it ITA,DF,Sampdoria,Serie A,28,1994,0.3,6,11,54.5,76,25,5,7,71.4,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,8fef5412
575,Lewis Cook,eng ENG,MF,Bournemouth,Premier League,25,1997,19.1,593,751,79.0,9922,3136,291,330,88.2,238,274,86.9,48,93,51.6,2,2.5,2.3,-0.5,24,55,14,9,63,Matches,2afc7272
576,Steve Cook,eng ENG,DF,Nottingham Forest,Premier League,31,1991,10.6,369,459,80.4,7884,2511,80,99,80.8,234,261,89.7,51,91,56.0,0,0.6,0.6,-0.6,3,18,2,1,19,Matches,3e5e4e63
577,Liam Cooper,sct SCO,DF,Leeds,Premier League,30,1991,15.8,620,789,78.6,11491,4568,241,274,88.0,318,376,84.6,52,117,44.4,0,0.7,0.3,-0.7,5,49,1,1,47,Matches,dc64b8b3
578,Copete,es ESP,DF,Mallorca,La Liga,22,1999,24.5,668,880,75.9,13455,5746,232,262,88.5,319,366,87.2,106,199,53.3,0,0.2,0.3,-0.2,3,61,4,1,58,Matches,0f26ffd7
579,Diego Coppola,it ITA,DF,Verona,Serie A,18,2003,13.1,403,557,72.4,7562,3275,145,174,83.3,222,271,81.9,32,83,38.6,0,0.0,0.2,0.0,0,30,3,1,42,Matches,22ae86f9
580,Francis Coquelin,fr FRA,MF,Villarreal,La Liga,31,1991,8.3,265,311,85.2,3778,803,152,167,91.0,80,88,90.9,14,20,70.0,0,1.0,1.2,-1.0,6,19,3,1,29,Matches,a6951bf8
581,Sébastien Corchia,fr FRA,DF,Nantes,Ligue 1,31,1990,8.7,257,371,69.3,4354,1895,120,150,80.0,103,151,68.2,23,45,51.1,1,0.3,0.4,+0.7,5,18,7,5,29,Matches,0e7ccfc4
582,Alex Cordaz,it ITA,GK,Inter,Serie A,39,1983,0.3,11,20,55.0,274,200,4,4,100.0,3,4,75.0,4,11,36.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches,e66ebabb
583,Maxwel Cornet,ci CIV,FW,West Ham,Premier League,25,1996,2.7,72,97,74.2,942,166,47,54,87.0,19,27,70.4,2,2,100.0,0,0.1,0.1,-0.1,1,3,1,1,5,Matches,beb391dd
584,Jesús Corona,mx MEX,FW,Sevilla,La Liga,29,1993,1.2,33,42,78.6,446,40,22,22,100.0,8,13,61.5,2,4,50.0,0,0.2,0.2,-0.2,3,1,2,0,3,Matches,fb938d24
585,Ángel Correa,ar ARG,FWMF,Atletico Madrid,La Liga,27,1995,16.2,406,520,78.1,5237,1201,270,310,87.1,93,118,78.8,16,37,43.2,1,3.5,3.6,-2.5,23,27,19,3,58,Matches,01eb744d
586,Joaquín Correa,ar ARG,FW,Inter,Serie A,27,1994,10.6,224,283,79.2,3438,691,119,142,83.8,82,96,85.4,13,14,92.9,1,1.3,1.0,-0.3,15,23,9,0,29,Matches,45b9b619
587,Thierry Correia,pt POR,DF,Valencia,La Liga,23,1999,22.3,1047,1363,76.8,17275,6276,569,640,88.9,362,466,77.7,98,194,50.5,0,1.1,2.1,-1.1,14,101,26,14,104,Matches,c78b352d
588,Alessandro Cortinovis,it ITA,MF,Verona,Serie A,21,2001,0.1,5,6,83.3,77,35,3,3,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,2,1,2,Matches,bfc359ed
589,Danny da Costa,de GER,DF,Mainz 05,Bundesliga,29,1993,13.7,372,607,61.3,6633,3228,140,181,77.3,191,298,64.1,27,85,31.8,2,1.0,1.3,+1.0,11,37,21,8,62,Matches,5ddb8f9f
590,David Costa,pt POR,MFFW,Lens,Ligue 1,21,2001,15.6,615,761,80.8,9640,2690,311,351,88.6,239,297,80.5,37,59,62.7,3,4.1,4.2,-1.1,29,69,32,4,117,Matches,59948ef7
591,Diego Costa,es ESP,FW,Wolverhampton Wanderers,Premier League,33,1988,13.8,158,221,71.5,1870,312,93,118,78.8,45,56,80.4,2,5,40.0,0,0.7,0.7,-0.7,11,9,4,0,13,Matches,a190d597
592,Jaume Costa,es ESP,DF,Mallorca,La Liga,34,1988,28.9,854,1165,73.3,14099,5450,440,505,87.1,336,449,74.8,66,139,47.5,1,2.5,2.7,-1.5,31,55,31,17,74,Matches,808d48f3
593,Logan Costa,cv CPV,DF,Toulouse,Ligue 1,21,2001,4.6,194,230,84.3,3783,1708,65,74,87.8,93,103,90.3,31,44,70.5,0,0.2,0.1,-0.2,2,15,2,0,18,Matches,bfb2056e
594,Nuno da Costa,cv CPV,FWMF,Auxerre,Ligue 1,31,1991,22.3,261,381,68.5,4170,1230,124,183,67.8,87,112,77.7,27,41,65.9,4,3.7,2.3,+0.3,25,22,12,5,32,Matches,909222de
595,Samu Costa,pt POR,MF,Almeria,La Liga,21,2000,22.1,864,1097,78.8,15886,5134,383,439,87.2,368,428,86.0,102,169,60.4,2,1.0,1.0,+1.0,13,68,11,0,91,Matches,76c2a023
596,Benoît Costil,fr FRA,GK,Auxerre,Ligue 1,35,1987,19.0,414,593,69.8,13801,10403,54,54,100.0,173,179,96.6,186,357,52.1,0,0.0,0.0,0.0,0,11,0,0,1,Matches,2434f24a
597,Vladimír Coufal,cz CZE,DF,West Ham,Premier League,29,1992,23.7,730,1174,62.2,12756,6471,347,421,82.4,279,438,63.7,83,226,36.7,1,2.5,1.7,-1.5,26,68,19,14,82,Matches,fdf3cb77
598,Lassana Coulibaly,ml MLI,MF,Salernitana,Serie A,26,1996,32.1,978,1174,83.3,15588,4473,489,554,88.3,399,453,88.1,57,92,62.0,3,1.8,1.5,+1.2,20,91,10,1,120,Matches,85a44ecc
599,Soumaïla Coulibaly,fr FRA,DF,Borussia Dortmund,Bundesliga,18,2003,0.5,45,46,97.8,851,279,11,11,100.0,34,34,100.0,0,0,,0,0.0,0.0,0.0,0,3,0,0,6,Matches,9dff291c
600,Tanguy Coulibaly,fr FRA,FWDF,VfB Stuttgart,Bundesliga,21,2001,3.6,98,141,69.5,1412,420,61,70,87.1,29,40,72.5,5,13,38.5,0,0.5,0.7,-0.5,6,8,4,1,12,Matches,05ba9d7c
601,Thibaut Courtois,be BEL,GK,Real Madrid,La Liga,30,1992,31.0,980,1136,86.3,23008,14737,219,220,99.5,560,567,98.8,196,341,57.5,0,0.4,0.0,-0.4,2,6,1,0,0,Matches,1840e36d
602,Mathieu Coutadeur,fr FRA,MF,Ajaccio,Ligue 1,36,1986,21.6,1006,1197,84.0,16929,4490,464,526,88.2,386,449,86.0,106,150,70.7,0,1.0,1.4,-1.0,10,100,7,1,110,Matches,ef8ae23b
603,Philippe Coutinho,br BRA,MFFW,Aston Villa,Premier League,30,1992,8.8,288,384,75.0,4081,976,180,210,85.7,82,112,73.2,17,36,47.2,0,0.5,0.8,-0.5,8,30,8,2,48,Matches,0ef89a37
604,Yan Couto,br BRA,DFMF,Girona,La Liga,20,2002,12.9,444,598,74.2,7221,2170,229,262,87.4,158,212,74.5,39,73,53.4,2,2.5,2.1,-0.5,19,33,20,11,55,Matches,1944818c
605,Conor Coventry,ie IRL,MFFW,West Ham,Premier League,22,2000,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,a5ca9127
606,Nicolas Cozza,fr FRA,DF,Montpellier,Ligue 1,23,1999,14.2,429,592,72.5,7416,3170,204,248,82.3,182,235,77.4,30,70,42.9,1,0.8,0.8,+0.2,7,27,7,3,48,Matches,8f325097
607,Nicolas Cozza,fr FRA,DF,Wolfsburg,Bundesliga,23,1999,1.1,33,44,75.0,571,190,16,19,84.2,14,15,93.3,3,9,33.3,0,0.0,0.0,0.0,0,3,0,0,4,Matches,8f325097
608,Alessio Cragno,it ITA,GK,Monza,Serie A,28,1994,1.0,29,31,93.5,621,431,7,7,100.0,18,18,100.0,4,6,66.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches,f554e29b
609,Matthew Craig,sct SCO,MF,Tottenham,Premier League,19,2003,0.2,5,6,83.3,65,1,4,4,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,bc914523
610,Aaron Cresswell,eng ENG,DF,West Ham,Premier League,32,1989,24.8,1127,1448,77.8,18285,8587,626,670,93.4,387,497,77.9,100,206,48.5,1,3.7,2.9,-2.7,40,91,28,15,145,Matches,4f974391
611,Bryan Cristante,it ITA,MFDF,Roma,Serie A,27,1995,32.6,1381,1679,82.3,25923,8226,571,647,88.3,590,666,88.6,182,296,61.5,1,1.4,2.0,-0.4,16,157,17,4,142,Matches,16657b95
612,Domen Črnigoj,si SVN,MF,Salernitana,Serie A,26,1995,3.3,79,111,71.2,1189,263,42,55,76.4,31,36,86.1,4,10,40.0,0,0.4,0.6,-0.4,2,8,0,0,3,Matches,22cd43d2
613,Juan Cruz Armada,es ESP,DF,Osasuna,La Liga,30,1992,22.9,746,985,75.7,12722,5613,350,395,88.6,319,406,78.6,64,137,46.7,0,1.0,1.0,-1.0,15,66,17,10,68,Matches,a56da3ba
614,Juan Cruz,es ESP,FW,Real Betis,La Liga,22,2000,2.0,25,39,64.1,282,72,17,19,89.5,5,11,45.5,0,4,0.0,0,0.1,0.1,-0.1,2,0,0,0,1,Matches,cc2dd8a5
615,Juan Cuadrado,co COL,DFFW,Juventus,Serie A,34,1988,23.1,1113,1323,84.1,21481,5507,468,520,90.0,460,526,87.5,170,231,73.6,3,2.7,2.3,+0.3,42,62,24,10,92,Matches,0ab1f153
616,Marc Cucurella,es ESP,DF,Chelsea,Premier League,24,1998,18.6,1090,1293,84.3,16587,5116,600,647,92.7,396,453,87.4,59,110,53.6,2,0.6,0.9,+1.4,11,77,12,6,73,Matches,1daec722
617,Jorge Cuenca,es ESP,DF,Villarreal,La Liga,22,1999,5.6,334,384,87.0,6357,2355,111,119,93.3,191,204,93.6,28,51,54.9,0,0.1,0.2,-0.1,1,21,2,0,26,Matches,0abc51f2
618,Braian Cufré,ar ARG,DF,Mallorca,La Liga,25,1996,2.4,76,92,82.6,1256,437,40,43,93.0,25,29,86.2,7,12,58.3,0,0.0,0.1,0.0,1,4,1,0,7,Matches,192c89a6
619,Mickaël Cuisance,fr FRA,MF,Sampdoria,Serie A,22,1999,6.9,176,223,78.9,3034,819,81,87,93.1,69,82,84.1,20,40,50.0,0,0.7,0.6,-0.7,6,13,8,0,23,Matches,5722eced
620,Matheus Cunha,br BRA,FW,Wolverhampton Wanderers,Premier League,23,1999,10.7,171,234,73.1,2140,353,105,132,79.5,38,53,71.7,9,17,52.9,0,0.6,0.2,-0.6,7,5,3,0,14,Matches,dc62b55d
621,Matheus Cunha,br BRA,FWMF,Atletico Madrid,La Liga,23,1999,4.2,64,85,75.3,790,203,48,55,87.3,9,13,69.2,3,4,75.0,2,0.8,0.4,+1.2,6,6,2,0,7,Matches,dc62b55d
622,Curro,es ESP,MF,Almeria,La Liga,26,1996,0.5,21,28,75.0,310,133,10,12,83.3,4,6,66.7,3,4,75.0,0,0.2,0.2,-0.2,2,1,1,0,1,Matches,f9a225f5
623,Marco D'Alessandro,it ITA,DFFW,Monza,Serie A,31,1991,3.2,79,115,68.7,1182,302,50,57,87.7,23,36,63.9,4,9,44.4,0,0.2,0.1,-0.2,3,4,0,0,3,Matches,060606ec
624,Danilo D'Ambrosio,it ITA,DF,Inter,Serie A,33,1988,8.1,493,557,88.5,8396,2823,212,222,95.5,246,270,91.1,26,51,51.0,2,0.7,0.6,+1.3,7,26,5,1,34,Matches,44eb9093
625,Luca D'Andrea,it ITA,FW,Sassuolo,Serie A,17,2004,3.5,61,84,72.6,896,334,32,42,76.2,24,31,77.4,3,6,50.0,1,0.8,0.4,+0.2,10,6,3,2,9,Matches,f778fe3f
626,Damien Da Silva,fr FRA,DF,Lyon,Ligue 1,34,1988,3.8,217,254,85.4,4247,1562,66,75,88.0,122,138,88.4,25,35,71.4,0,0.0,0.1,0.0,0,14,2,0,18,Matches,1ec7e1c5
627,Moanes Dabbur,il ISR,FW,Hoffenheim,Bundesliga,30,1992,10.4,204,287,71.1,2458,730,134,173,77.5,49,69,71.0,5,12,41.7,2,2.2,2.2,-0.2,16,14,8,0,33,Matches,eac044ad
628,Andréa Dacourt,fr FRA,MF,Nice,Ligue 1,17,2005,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,4a021593
629,Colin Dagba,fr FRA,DFMF,Strasbourg,Ligue 1,23,1998,10.6,401,496,80.8,5529,2050,260,290,89.7,116,148,78.4,12,31,38.7,0,0.8,0.8,-0.8,12,26,15,8,31,Matches,29c02c9f
630,Finn Dahmen,de GER,GK,Mainz 05,Bundesliga,24,1998,8.0,185,280,66.1,5576,4122,32,32,100.0,87,87,100.0,65,160,40.6,0,0.0,0.0,0.0,0,10,0,0,0,Matches,dee3013b
631,Mahmoud Dahoud,de GER,MF,Borussia Dortmund,Bundesliga,26,1996,3.7,213,259,82.2,3941,1179,89,103,86.4,91,93,97.8,30,45,66.7,0,0.5,0.2,-0.5,4,25,1,0,25,Matches,db4ed67b
632,Patson Daka,zm ZAM,FW,Leicester,Premier League,23,1998,13.2,195,295,66.1,2605,439,118,157,75.2,55,85,64.7,8,12,66.7,4,2.8,1.7,+1.2,17,7,8,1,17,Matches,ca45605e
633,Thijs Dallinga,nl NED,FW,Toulouse,Ligue 1,21,2000,26.1,327,522,62.6,4337,720,200,288,69.4,89,145,61.4,12,18,66.7,1,2.0,1.3,-1.0,22,19,5,1,30,Matches,b70afb45
634,Diogo Dalot,pt POR,DF,Manchester United,Premier League,23,1999,23.9,1141,1441,79.2,20816,6349,468,527,88.8,543,639,85.0,113,205,55.1,2,1.9,1.5,+0.1,29,82,28,13,92,Matches,d9565625
635,Muhammed Damar,de GER,MF,Hoffenheim,Bundesliga,18,2004,1.8,52,65,80.0,686,179,30,34,88.2,19,21,90.5,0,2,0.0,0,0.2,0.1,-0.2,3,5,1,0,9,Matches,d3d77413
636,Mikkel Damsgaard,dk DEN,MFFW,Brentford,Premier League,22,2000,11.0,275,407,67.6,4023,1438,156,193,80.8,92,132,69.7,16,44,36.4,0,1.4,1.3,-1.4,11,36,10,1,44,Matches,215f3907
637,Flavius Daniliuc,at AUT,DF,Salernitana,Serie A,21,2001,24.4,969,1127,86.0,18211,7113,377,415,90.8,475,524,90.6,101,153,66.0,2,0.5,0.2,+1.5,7,56,2,0,70,Matches,7ef972c3
638,Flavius Daniliuc,at AUT,DF,Nice,Ligue 1,21,2001,1.0,57,63,90.5,787,259,35,38,92.1,15,16,93.8,3,4,75.0,0,0.1,0.0,-0.1,1,1,1,1,4,Matches,7ef972c3
639,Danilo,br BRA,MF,Nottingham Forest,Premier League,21,2001,10.8,148,235,63.0,2539,979,77,97,79.4,53,73,72.6,16,34,47.1,2,0.7,0.6,+1.3,9,24,7,0,34,Matches,a816dbfb
640,Danilo,br BRA,DF,Juventus,Serie A,31,1991,35.4,1884,2225,84.7,36469,13783,701,778,90.1,914,998,91.6,249,392,63.5,3,2.4,1.3,+0.6,19,187,13,3,176,Matches,94b2001f
641,Arnaut Danjuma,nl NED,FWMF,Tottenham,Premier League,25,1997,1.9,39,56,69.6,514,107,29,35,82.9,8,10,80.0,2,2,100.0,0,0.0,0.1,0.0,1,5,2,2,2,Matches,f08490a6
642,Arnaut Danjuma,nl NED,FW,Villarreal,La Liga,25,1997,5.3,70,95,73.7,999,169,44,61,72.1,20,26,76.9,2,3,66.7,0,0.4,0.3,-0.4,5,3,3,2,2,Matches,f08490a6
643,Kévin Danois,fr FRA,MF,Auxerre,Ligue 1,18,2004,0.0,1,1,100.0,8,9,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,e76f6fbe
644,Kevin Danso,at AUT,DF,Lens,Ligue 1,23,1998,35.9,2103,2336,90.0,39503,14272,709,769,92.2,1184,1267,93.4,187,257,72.8,2,1.0,1.3,+1.0,10,157,3,0,163,Matches,6e33125f
645,Dante,br BRA,DF,Nice,Ligue 1,38,1983,36.7,2376,2643,89.9,45941,18236,861,908,94.8,1220,1286,94.9,257,388,66.2,2,1.7,1.5,+0.3,12,154,9,0,160,Matches,fd2bc67d
646,Márton Dárdai,hu HUN,DFMF,Hertha Berlin,Bundesliga,20,2002,10.5,225,378,59.5,4843,2114,66,91,72.5,120,162,74.1,38,115,33.0,0,0.2,0.2,-0.2,4,19,2,0,21,Matches,41bff4fa
647,Sergi Darder,es ESP,MF,Espanyol,La Liga,28,1993,36.9,1181,1628,72.5,22446,8537,488,563,86.7,509,619,82.2,163,362,45.0,3,7.5,6.3,-4.5,73,158,52,16,233,Matches,070a3904
