Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,TCmp,TAtt,TCmp%,TotDist,PrgDist,SCmp,SAtt,SCmp%,MCmp,MAtt,MCmp%,LCmp,LAtt,LCmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
1441,Lukas Kübler,de GER,DF,Freiburg,Bundesliga,29,1992,18.2,569,827,68.8,10273,3706,240,294,81.6,244,333,73.3,67,146,45.9,1,0.4,0.7,+0.6,7,59,9,4,57,Matches,2a29eb9b
1442,Takefusa Kubo,jp JPN,FWMF,Real Sociedad,La Liga,21,2001,27.1,621,875,71.0,8389,2340,382,454,84.1,174,249,69.9,29,65,44.6,4,6.0,5.4,-2.0,39,33,34,4,81,Matches,16aa3654
1443,Dejan Kulusevski,se SWE,MFFW,Tottenham,Premier League,22,2000,23.0,582,746,78.0,8120,2005,355,410,86.6,179,226,79.2,25,51,49.0,7,4.6,4.8,+2.4,47,14,38,11,67,Matches,df3cda47
1444,Sael Kumbedi,fr FRA,DF,Lyon,Ligue 1,17,2005,14.7,653,794,82.2,9708,2434,365,403,90.6,236,290,81.4,31,58,53.4,2,1.2,1.5,+0.8,10,30,9,3,40,Matches,c385bf49
1445,Marash Kumbulla,al ALB,DF,Roma,Serie A,22,2000,2.9,157,180,87.2,2847,772,65,67,97.0,80,85,94.1,9,22,40.9,0,0.1,0.0,-0.1,1,3,0,0,8,Matches,a40819d9
1446,Pierre Kunde,cm CMR,MFFW,Bochum,Bundesliga,27,1995,4.2,119,202,58.9,2164,730,51,68,75.0,53,81,65.4,13,46,28.3,0,0.2,0.2,-0.2,4,18,3,2,16,Matches,9ceb7642
1447,Alou Kuol,au AUS,FW,VfB Stuttgart,Bundesliga,21,2000,0.1,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,f1bc3876
1448,Layvin Kurzawa,fr FRA,DF,Fulham,Premier League,29,1992,1.5,28,41,68.3,408,135,12,13,92.3,14,19,73.7,0,3,0.0,0,0.0,0.0,0.0,0,1,1,1,2,Matches,41e7ef1c
1449,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,Serie A,21,2001,28.0,900,1136,79.2,12766,2560,570,623,91.5,225,301,74.8,63,118,53.4,10,7.7,6.6,+2.3,54,41,46,8,91,Matches,dea88efd
1450,Grejohn Kyei,fr FRA,FW,Clermont Foot,Ligue 1,26,1995,24.8,376,527,71.3,5521,891,212,277,76.5,112,152,73.7,24,34,70.6,3,1.6,1.5,+1.4,15,31,11,2,37,Matches,397ba086
1451,Daniel Kyereh,gh GHA,MFFW,Freiburg,Bundesliga,26,1996,6.2,139,182,76.4,1649,285,97,118,82.2,26,35,74.3,4,8,50.0,0,0.3,0.8,-0.3,3,3,3,1,11,Matches,2770726a
1452,Giorgos Kyriakopoulos,gr GRE,DFFW,Bologna,Serie A,26,1996,7.8,318,413,77.0,4904,2157,177,193,91.7,105,128,82.0,26,65,40.0,2,0.8,1.1,+1.2,9,22,11,6,23,Matches,0a483542
1453,Giorgos Kyriakopoulos,gr GRE,FWDF,Sassuolo,Serie A,26,1996,8.5,300,391,76.7,5430,2158,148,165,89.7,103,125,82.4,44,81,54.3,1,1.4,0.9,-0.4,14,23,14,9,32,Matches,0a483542
1454,César de la Hoz,es ESP,MF,Almeria,La Liga,30,1992,18.6,435,556,78.2,8183,2869,185,212,87.3,189,226,83.6,56,93,60.2,0,0.9,0.9,-0.9,5,54,5,2,49,Matches,60abea75
1455,Luca de la Torre,us USA,MF,Celta Vigo,La Liga,24,1998,16.5,510,613,83.2,7305,1296,304,327,93.0,167,191,87.4,21,39,53.8,2,1.3,1.3,+0.7,13,51,7,2,62,Matches,e9241b40
1456,Rémy Labeau Lascary,gp GLP,FWMF,Lens,Ligue 1,19,2003,1.4,23,29,79.3,383,126,11,14,78.6,7,9,77.8,3,3,100.0,0,0.0,0.0,0.0,2,1,1,0,3,Matches,c90f380c
1457,Gaëtan Laborde,fr FRA,FW,Nice,Ligue 1,28,1994,27.8,471,714,66.0,6581,1639,292,380,76.8,132,200,66.0,24,69,34.8,3,5.8,6.0,-2.8,44,25,28,7,53,Matches,7cdda3bf
1458,Gaëtan Laborde,fr FRA,FW,Rennes,Ligue 1,28,1994,2.8,41,61,67.2,623,128,25,35,71.4,12,17,70.6,2,5,40.0,0,0.2,0.2,-0.2,3,3,2,1,5,Matches,7cdda3bf
1459,Alexandre Lacazette,fr FRA,FW,Lyon,Ligue 1,31,1991,32.5,661,917,72.1,9241,2675,352,457,77.0,205,269,76.2,37,68,54.4,5,5.4,5.6,-0.4,48,59,48,1,108,Matches,9dbb75ca
1460,Qazim Laçi,al ALB,MF,Ajaccio,Ligue 1,26,1996,2.4,111,142,78.2,2278,691,44,55,80.0,43,50,86.0,21,31,67.7,0,0.2,0.4,-0.2,3,18,1,0,24,Matches,eb0db257
1461,Maxence Lacroix,fr FRA,DF,Wolfsburg,Bundesliga,22,2000,18.1,952,1095,86.9,19895,7749,242,272,89.0,589,628,93.8,115,176,65.3,0,0.1,0.2,-0.1,3,71,0,0,83,Matches,277c49ed
1462,Alban Lafont,fr FRA,GK,Nantes,Ligue 1,23,1999,37.0,835,1191,70.1,25417,19277,118,119,99.2,386,395,97.7,329,672,49.0,0,0.1,0.1,-0.1,1,16,1,0,1,Matches,4e7db402
1463,Aïssa Laïdouni,tn TUN,MF,Union Berlin,Bundesliga,25,1996,9.7,236,320,73.8,4254,1334,105,126,83.3,96,124,77.4,28,45,62.2,0,0.9,1.1,-0.9,4,29,13,3,40,Matches,22798128
1464,Konrad Laimer,at AUT,MF,RasenBallsport Leipzig,Bundesliga,25,1997,16.3,596,751,79.4,9538,2846,294,339,86.7,241,279,86.4,39,77,50.6,0,2.3,1.7,-2.3,16,63,17,2,93,Matches,c1b7847c
1465,Stefan Lainer,at AUT,DF,Borussia M.Gladbach,Bundesliga,29,1992,9.1,501,618,81.1,7802,2734,266,299,89.0,196,235,83.4,27,53,50.9,0,1.2,1.3,-1.2,8,38,13,7,45,Matches,4aea5077
1466,Kenny Lala,mg MAD,DF,Brest,Ligue 1,30,1991,15.7,660,874,75.5,13499,5197,243,289,84.1,296,364,81.3,115,190,60.5,2,2.0,2.3,0.0,24,46,17,9,61,Matches,770d7eb8
1467,Adam Lallana,eng ENG,MFFW,Brighton,Premier League,34,1988,8.0,262,317,82.6,3033,656,173,194,89.2,57,74,77.0,6,9,66.7,1,1.0,1.2,0.0,14,23,9,1,33,Matches,99813635
1468,Vassilis Lambropoulos,gr GRE,DF,Bochum,Bundesliga,32,1990,7.0,163,240,67.9,3280,1390,51,61,83.6,96,124,77.4,16,52,30.8,0,0.2,0.3,-0.2,1,12,2,0,26,Matches,591477c9
1469,Érik Lamela,ar ARG,FWMF,Sevilla,La Liga,30,1992,20.5,588,770,76.4,8118,1522,346,409,84.6,180,224,80.4,26,39,66.7,0,1.4,1.3,-1.4,24,38,21,1,69,Matches,abe66106
1470,Mohamed Lamine Bayo,gn GUI,FWMF,Lille,Ligue 1,24,1998,7.2,81,129,62.8,980,241,49,74,66.2,17,29,58.6,3,3,100.0,1,1.8,1.9,-0.8,12,5,1,0,5,Matches,01870104
1471,Sam Lammers,nl NED,FW,Sampdoria,Serie A,25,1997,12.2,172,254,67.7,2243,537,116,153,75.8,45,69,65.2,4,4,100.0,1,1.2,0.7,-0.2,14,13,8,1,19,Matches,c283ddef
1472,Sam Lammers,nl NED,FW,Empoli,Serie A,25,1997,9.8,143,230,62.2,1814,451,94,129,72.9,41,60,68.3,1,5,20.0,1,0.7,0.3,+0.3,10,13,4,0,19,Matches,c283ddef
1473,Tariq Lamptey,gh GHA,DF,Brighton,Premier League,21,2000,5.0,239,302,79.1,3509,854,130,149,87.2,96,116,82.8,5,21,23.8,0,0.2,0.7,-0.2,4,14,8,5,26,Matches,f4e433d4
1474,Manuel Lanzini,ar ARG,MFFW,West Ham,Premier League,29,1993,2.8,146,175,83.4,2221,522,82,94,87.2,48,53,90.6,11,17,64.7,0,0.2,0.3,-0.2,1,13,3,0,19,Matches,26f6dca8
1475,Aymeric Laporte,es ESP,DF,Manchester City,Premier League,28,1994,11.0,892,964,92.5,14630,4347,441,463,95.2,387,405,95.6,52,74,70.3,0,0.2,0.4,-0.2,5,87,7,0,85,Matches,119b9a8e
1476,Julien Laporte,fr FRA,DF,Lorient,Ligue 1,28,1993,18.4,681,799,85.2,14120,4913,196,213,92.0,377,406,92.9,96,156,61.5,0,0.0,0.1,0.0,1,52,1,0,41,Matches,f066022d
1477,Cyle Larin,ca CAN,FW,Real Valladolid,La Liga,27,1995,16.3,170,247,68.8,2289,370,106,134,79.1,42,58,72.4,9,14,64.3,3,2.6,1.1,+0.4,16,5,7,1,17,Matches,e7af9060
1478,Juan Larios,es ESP,DF,Southampton,Premier League,18,2004,1.7,63,82,76.8,881,326,40,46,87.0,21,27,77.8,2,4,50.0,0,0.0,0.0,0.0,0,5,0,0,4,Matches,cf7fb13a
1479,Yasser Larouci,dz ALG,DFMF,Troyes,Ligue 1,21,2001,20.0,621,824,75.4,9416,3449,328,390,84.1,249,325,76.6,24,64,37.5,1,1.6,1.3,-0.6,17,40,17,8,63,Matches,0ed063d6
1480,Jordan Larsson,se SWE,FWMF,Schalke 04,Bundesliga,25,1997,5.1,87,117,74.4,1236,400,49,58,84.5,27,33,81.8,4,10,40.0,0,0.4,0.6,-0.4,4,7,5,0,12,Matches,72984eee
1481,Kevin Lasagna,it ITA,FWMF,Verona,Serie A,29,1992,17.5,157,258,60.9,2338,547,77,112,68.8,54,81,66.7,8,18,44.4,2,1.7,0.4,+0.3,17,9,9,0,19,Matches,09538fdb
1482,Jamaal Lascelles,eng ENG,DF,Newcastle United,Premier League,28,1993,2.4,79,93,84.9,1445,580,29,34,85.3,40,44,90.9,7,11,63.6,0,0.0,0.0,0.0,0,4,0,0,3,Matches,450ab6fc
1483,Juanmi Latasa,es ESP,FW,Getafe,La Liga,21,2001,5.0,80,164,48.8,1141,351,41,77,53.2,29,54,53.7,3,4,75.0,0,0.6,0.6,-0.6,6,7,6,0,19,Matches,2bea832e
1484,Toni Lato,es ESP,DFMF,Valencia,La Liga,24,1997,10.2,390,490,79.6,6140,2040,205,228,89.9,148,177,83.6,26,61,42.6,0,0.9,1.0,-0.9,15,32,10,2,40,Matches,8e088e04
1485,Danny Latza,de GER,MF,Schalke 04,Bundesliga,32,1989,9.5,310,394,78.7,5376,1274,132,151,87.4,137,163,84.0,31,51,60.8,1,0.2,0.4,+0.8,4,21,5,2,33,Matches,33b554b7
1486,Armand Lauriente,fr FRA,FW,Sassuolo,Serie A,23,1998,24.2,572,805,71.1,8488,2579,338,400,84.5,170,235,72.3,36,92,39.1,6,6.2,4.3,-0.2,61,39,49,10,90,Matches,2d22cea7
1487,Armand Lauriente,fr FRA,FW,Lorient,Ligue 1,23,1998,3.0,73,95,76.8,1175,373,28,33,84.8,33,38,86.8,5,11,45.5,0,1.1,0.8,-1.1,9,6,5,0,14,Matches,2d22cea7
1488,Roméo Lavia,be BEL,MF,Southampton,Premier League,18,2004,24.7,859,997,86.2,14815,3986,386,425,90.8,389,426,91.3,68,93,73.1,0,0.6,0.6,-0.6,16,101,9,0,102,Matches,ecad9aa5
1489,Lázaro,br BRA,FWMF,Almeria,La Liga,20,2002,8.0,170,218,78.0,2490,660,103,123,83.7,43,54,79.6,14,20,70.0,0,0.8,0.4,-0.8,12,20,5,1,26,Matches,86ff856b
1490,Valentino Lazaro,at AUT,DF,Torino,Serie A,26,1996,15.3,674,902,74.7,11347,4278,329,374,88.0,260,336,77.4,65,139,46.8,3,2.7,2.5,+0.3,29,48,19,10,74,Matches,016ff750
1491,Marko Lazetić,rs SRB,FW,AC Milan,Serie A,18,2004,0.1,1,1,100.0,18,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,93088fbb
1492,Darko Lazović,rs SRB,MFDF,Verona,Serie A,31,1990,24.9,517,836,61.8,8845,3738,248,317,78.2,199,291,68.4,55,152,36.2,5,6.4,5.3,-1.4,45,49,34,15,81,Matches,5128bde4
1493,Manuel Lazzari,it ITA,DF,Lazio,Serie A,28,1993,20.9,1033,1183,87.3,14314,5026,622,666,93.4,327,376,87.0,38,55,69.1,0,0.7,0.9,-0.7,10,49,13,7,64,Matches,02caf6e0
1494,Théo Le Bris,fr FRA,MFDF,Lorient,Ligue 1,19,2002,16.1,491,611,80.4,6675,1852,304,358,84.9,160,187,85.6,10,24,41.7,2,1.2,1.7,+0.8,14,26,11,2,47,Matches,afe39ca8
1495,Julien Le Cardinal,fr FRA,DF,Lens,Ligue 1,24,1997,1.8,90,121,74.4,1556,466,42,52,80.8,36,48,75.0,9,14,64.3,0,0.6,0.4,-0.6,4,8,4,3,8,Matches,547a72ad
1496,Jérémy Le Douaron,fr FRA,MFFW,Brest,Ligue 1,24,1998,23.0,264,390,67.7,3664,803,159,208,76.4,78,118,66.1,10,19,52.6,3,1.7,1.1,+1.3,17,18,14,4,31,Matches,88c4d190
1497,Enzo Le Fée,fr FRA,MF,Lorient,Ligue 1,22,2000,33.6,1708,2118,80.6,28806,9189,773,868,89.1,645,777,83.0,184,307,59.9,6,6.8,4.7,-0.8,67,170,37,5,218,Matches,6f806d99
1498,Vincent Le Goff,fr FRA,DF,Lorient,Ligue 1,32,1989,37.0,1702,2044,83.3,26725,11113,867,967,89.7,690,791,87.2,93,189,49.2,0,0.7,1.7,-0.7,14,135,28,9,178,Matches,2321ea6e
1499,Maxime Le Marchand,fr FRA,DF,Strasbourg,Ligue 1,32,1989,22.4,958,1208,79.3,18366,7641,364,412,88.3,461,527,87.5,111,231,48.1,0,0.3,0.5,-0.3,2,85,9,3,90,Matches,321a71a7
1500,Robin Le Normand,es ESP,DF,Real Sociedad,La Liga,25,1996,31.1,1533,1740,88.1,30128,8968,485,542,89.5,862,926,93.1,171,240,71.3,0,0.1,0.6,-0.1,3,93,2,0,122,Matches,9a64e67e
1501,Rafael Leão,pt POR,FWMF,AC Milan,Serie A,23,1999,26.9,595,845,70.4,10191,3212,282,365,77.3,226,302,74.8,65,107,60.7,8,7.0,6.2,+1.0,49,64,59,14,122,Matches,20730eae
1502,Paolo Lebas,fr FRA,MF,Ajaccio,Ligue 1,19,2003,0.6,12,16,75.0,208,72,6,10,60.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,2,Matches,5bf26efc
1503,Jean-Louis Leca,fr FRA,GK,Lens,Ligue 1,36,1985,1.0,32,39,82.1,953,690,10,11,90.9,8,8,100.0,14,20,70.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches,edbe46dc
1504,Benjamin Lecomte,fr FRA,GK,Espanyol,La Liga,31,1991,10.0,179,275,65.1,6302,5234,21,21,100.0,66,67,98.5,92,184,50.0,0,0.1,0.0,-0.1,1,5,0,0,0,Matches,2fa2a875
1505,Benjamin Lecomte,fr FRA,GK,Montpellier,Ligue 1,31,1991,19.0,411,643,63.9,12683,9750,53,53,100.0,171,177,96.6,186,409,45.5,0,0.1,0.0,-0.1,1,3,0,0,0,Matches,2fa2a875
1506,Jeremías Ledesma,ar ARG,GK,Cadiz,La Liga,29,1993,34.0,585,1114,52.5,22172,18695,58,60,96.7,223,230,97.0,303,818,37.0,0,0.0,0.1,0.0,1,42,1,0,0,Matches,6c4776b1
1507,Pierre Lees-Melou,fr FRA,MF,Brest,Ligue 1,29,1993,30.7,1198,1461,82.0,24298,8391,455,520,87.5,482,551,87.5,222,322,68.9,5,2.3,2.4,+2.7,16,150,14,5,179,Matches,f5044e54
1508,Diogo Leite,pt POR,DF,Union Berlin,Bundesliga,23,1999,25.0,1071,1366,78.4,21437,7772,358,420,85.2,555,643,86.3,146,260,56.2,1,0.4,0.7,+0.6,4,97,4,1,111,Matches,c4987edc
1509,Maxim Leitsch,de GER,DF,Mainz 05,Bundesliga,24,1998,7.4,249,328,75.9,4691,1687,105,127,82.7,114,142,80.3,27,50,54.0,0,0.0,0.1,0.0,1,16,1,0,25,Matches,7e12a98d
1510,Florian Lejeune,fr FRA,DF,Rayo Vallecano,La Liga,31,1991,28.5,1110,1417,78.3,26005,10316,248,285,87.0,633,696,90.9,221,401,55.1,0,0.3,0.4,-0.3,8,119,5,1,80,Matches,6eaed4eb
1511,Iñigo Lekue,es ESP,DF,Athletic Club,La Liga,29,1993,14.7,624,807,77.3,10406,3685,306,353,86.7,260,329,79.0,45,85,52.9,1,0.7,0.7,+0.3,13,57,9,7,64,Matches,59b7d823
1512,Thomas Lemar,fr FRA,MF,Atletico Madrid,La Liga,26,1995,13.9,690,814,84.8,10150,2771,404,435,92.9,202,238,84.9,52,82,63.4,3,1.9,1.6,+1.1,26,68,22,6,80,Matches,4dbd0916
1513,Félix Lemaréchal,fr FRA,MF,Brest,Ligue 1,18,2003,3.2,89,113,78.8,1468,322,49,56,87.5,32,43,74.4,7,12,58.3,0,0.5,0.4,-0.5,6,6,4,1,14,Matches,8ca9415f
1514,Dexter Lembikisa,jm JAM,DF,Wolverhampton Wanderers,Premier League,18,2003,0.3,10,13,76.9,180,73,5,5,100.0,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,3,Matches,0bdda685
1515,Mario Lemina,ga GAB,MF,Wolverhampton Wanderers,Premier League,28,1993,14.4,566,651,86.9,10051,2917,241,269,89.6,267,289,92.4,51,72,70.8,1,0.3,0.5,+0.7,3,31,5,1,42,Matches,2b471f99
1516,Mario Lemina,ga GAB,MFDF,Nice,Ligue 1,28,1993,9.3,569,637,89.3,9544,2701,253,268,94.4,252,265,95.1,42,75,56.0,0,0.1,0.2,-0.1,4,44,3,0,46,Matches,2b471f99
1517,Tim Lemperle,de GER,FWMF,FC Cologne,Bundesliga,20,2002,1.5,28,53,52.8,344,123,17,26,65.4,5,12,41.7,2,4,50.0,0,1.0,1.0,-1.0,3,3,2,0,5,Matches,792ffa71
1518,Clément Lenglet,fr FRA,DF,Tottenham,Premier League,27,1995,22.4,1270,1465,86.7,23668,8588,484,501,96.6,637,701,90.9,129,219,58.9,2,0.6,0.8,+1.4,6,80,11,5,85,Matches,4f28a6ff
1519,Bernd Leno,de GER,GK,Fulham,Premier League,30,1992,36.0,1110,1397,79.5,26975,16383,234,235,99.6,651,655,99.4,223,503,44.3,0,0.0,0.0,0.0,1,11,0,0,0,Matches,2628fd2b
1520,Christopher Lenz,de GER,DF,Eintracht Frankfurt,Bundesliga,27,1994,14.3,621,824,75.4,11180,4287,276,309,89.3,261,329,79.3,70,149,47.0,2,2.6,3.1,-0.6,24,46,17,8,63,Matches,bbd86530
1521,Donovan Léon,gf GUF,GK,Auxerre,Ligue 1,29,1992,2.0,38,79,48.1,1559,1309,4,4,100.0,10,10,100.0,23,64,35.9,0,0.0,0.0,0.0,0,5,0,0,0,Matches,51c83a90
1522,Sergio León,es ESP,FW,Real Valladolid,La Liga,33,1989,14.8,138,206,67.0,2143,398,72,92,78.3,46,65,70.8,9,20,45.0,1,1.2,0.6,-0.2,12,5,6,1,22,Matches,0a0cc13c
1523,Johann Lepenant,fr FRA,MF,Lyon,Ligue 1,19,2002,21.5,1163,1301,89.4,19634,4333,504,570,88.4,524,554,94.6,90,103,87.4,2,1.2,1.3,+0.8,10,115,6,1,125,Matches,1e52971c
1524,Mehdi Léris,dz ALG,MFDF,Sampdoria,Serie A,24,1998,27.3,618,932,66.3,8836,2937,373,446,83.6,177,290,61.0,37,89,41.6,1,1.8,1.7,-0.8,20,48,19,5,62,Matches,7d3cbc67
1525,Jefferson Lerma,co COL,MF,Bournemouth,Premier League,27,1994,36.1,1317,1611,81.8,20458,7229,695,793,87.6,502,581,86.4,77,146,52.7,0,2.3,3.1,-2.3,18,126,23,2,142,Matches,9b5ce51a
1526,Benjamin Leroy,fr FRA,GK,Ajaccio,Ligue 1,33,1989,31.1,533,875,60.9,18415,15715,60,60,100.0,211,215,98.1,261,593,44.0,0,0.0,0.1,0.0,0,22,0,0,1,Matches,1e7aea56
1527,Léo Leroy,fr FRA,MF,Montpellier,Ligue 1,22,2000,13.2,387,521,74.3,6219,2029,202,263,76.8,123,149,82.6,35,60,58.3,0,0.9,1.1,-0.9,11,34,10,2,61,Matches,fcc84a07
1528,Alexandre Letellier,fr FRA,GK,Paris Saint Germain,Ligue 1,31,1990,0.1,4,4,100.0,68,43,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,96fcd380
1529,Ruan Levine,br BRA,MFFW,Ajaccio,Ligue 1,23,1999,0.3,13,14,92.9,198,27,5,5,100.0,7,7,100.0,0,0,,0,0.1,0.0,-0.1,1,1,0,0,1,Matches,17e25e72
1530,Robert Lewandowski,pl POL,FW,Barcelona,La Liga,33,1988,31.6,602,793,75.9,8306,1669,369,440,83.9,165,214,77.1,30,46,65.2,7,6.3,5.3,+0.7,35,49,31,2,100,Matches,8d78e732
1531,Jamie Leweling,de GER,FWMF,Union Berlin,Bundesliga,21,2001,2.9,39,57,68.4,546,108,24,28,85.7,8,15,53.3,4,7,57.1,1,0.3,0.3,+0.7,3,2,2,2,4,Matches,13fe7b69
1532,Jamal Lewis,nir NIR,DFFW,Newcastle United,Premier League,24,1998,0.1,12,14,85.7,192,71,3,3,100.0,8,9,88.9,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,efb9215a
1533,Rico Lewis,eng ENG,DFMF,Manchester City,Premier League,17,2004,10.0,617,675,91.4,8779,1476,378,400,94.5,203,219,92.7,19,23,82.6,0,1.5,1.6,-1.5,12,38,10,3,48,Matches,b57e066e
1534,Keane Lewis-Potter,eng ENG,FWMF,Brentford,Premier League,21,2001,3.6,49,86,57.0,600,118,33,50,66.0,12,17,70.6,1,10,10.0,1,1.2,0.3,-0.2,5,2,3,1,6,Matches,41f08ac8
1535,Dimitri Liénard,fr FRA,DFMF,Strasbourg,Ligue 1,34,1988,17.1,728,982,74.1,13692,4011,299,347,86.2,299,372,80.4,106,224,47.3,0,1.9,2.5,-1.9,31,49,25,9,67,Matches,f7691f63
1536,Philipp Lienhart,at AUT,DF,Freiburg,Bundesliga,26,1996,27.8,1369,1612,84.9,29859,8951,332,375,88.5,833,896,93.0,196,308,63.6,0,0.3,0.5,-0.3,3,74,4,0,79,Matches,302527b2
1537,Matthijs de Ligt,nl NED,DF,Bayern Munich,Bundesliga,22,1999,26.7,1902,2088,91.1,36626,12291,619,660,93.8,1114,1178,94.6,162,216,75.0,1,0.5,0.8,+0.5,6,155,6,1,143,Matches,d6e53a3a
1538,Dimitris Limnios,gr GRE,FW,FC Cologne,Bundesliga,24,1998,0.4,13,23,56.5,190,28,7,8,87.5,4,8,50.0,1,3,33.3,0,0.1,0.1,-0.1,2,1,0,0,0,Matches,62c7067a
1539,Victor Lindelöf,se SWE,DF,Manchester United,Premier League,28,1994,15.2,866,930,93.1,15313,4622,318,336,94.6,479,495,96.8,54,76,71.1,0,0.1,0.4,-0.1,3,35,2,0,36,Matches,f5deef4c
1540,Jesper Lindstrøm,dk DEN,MFFW,Eintracht Frankfurt,Bundesliga,22,2000,18.7,325,514,63.2,4294,1166,208,279,74.6,83,129,64.3,14,39,35.9,2,2.8,3.2,-0.8,19,20,15,2,33,Matches,37dc1a48
1541,Karol Linetty,pl POL,MF,Torino,Serie A,27,1995,21.0,832,966,86.1,13835,3130,391,439,89.1,366,395,92.7,55,84,65.5,0,0.9,0.8,-0.9,20,77,5,1,73,Matches,d023d70f
1542,Jesse Lingard,eng ENG,FWMF,Nottingham Forest,Premier League,29,1992,10.3,236,297,79.5,3558,897,121,137,88.3,88,104,84.6,14,28,50.0,0,0.7,0.5,-0.7,11,27,7,1,33,Matches,810e3c74
1543,Samuel Lino,br BRA,FWMF,Valencia,La Liga,22,1999,32.1,878,1163,75.5,12024,2590,538,613,87.8,256,342,74.9,36,77,46.8,1,2.1,3.7,-1.1,27,46,30,7,93,Matches,2a295d33
1544,Pol Lirola,es ESP,DF,Elche,La Liga,24,1997,7.0,240,325,73.8,3762,1309,135,154,87.7,79,107,73.8,16,38,42.1,0,0.7,0.6,-0.7,6,10,3,2,19,Matches,ff800ed8
1545,Mateusz Lis,pl POL,GK,Troyes,Ligue 1,25,1997,8.3,213,314,67.8,5648,4318,50,51,98.0,92,96,95.8,66,161,41.0,0,0.0,0.0,0.0,0,5,0,0,0,Matches,fd78b105
1546,Marcin Listkowski,pl POL,MFFW,Lecce,Serie A,24,1998,0.9,16,24,66.7,204,71,14,16,87.5,0,3,0.0,1,4,25.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,a3695ac2
1547,Valentino Livramento,eng ENG,DFFW,Southampton,Premier League,19,2002,0.3,21,26,80.8,302,93,10,13,76.9,11,11,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches,afed6722
1548,Dejan Ljubicic,at AUT,MFFW,FC Cologne,Bundesliga,24,1997,19.0,445,615,72.4,6899,1962,249,301,82.7,142,185,76.8,36,66,54.5,1,2.1,1.9,-1.1,27,39,22,6,65,Matches,c455a2b2
1549,Javier Llabrés,es ESP,FW,Mallorca,La Liga,19,2002,0.2,4,4,100.0,37,12,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,38b0cf42
1550,Diego Llorente,es ESP,DF,Leeds,Premier League,28,1993,7.2,356,429,83.0,6969,2284,118,130,90.8,203,228,89.0,33,59,55.9,0,0.0,0.0,0.0,0,17,0,0,27,Matches,bba30585
1551,Diego Llorente,es ESP,DF,Roma,Serie A,28,1993,6.4,264,300,88.0,4937,1576,100,109,91.7,141,152,92.8,22,32,68.8,0,0.1,0.1,-0.1,1,15,0,0,12,Matches,bba30585
1552,Marcos Llorente,es ESP,MFDF,Atletico Madrid,La Liga,27,1995,18.9,660,816,80.9,9299,2473,380,415,91.6,202,260,77.7,34,55,61.8,2,3.6,3.1,-1.6,29,30,30,3,88,Matches,02c15616
1553,Hugo Lloris,fr FRA,GK,Tottenham,Premier League,35,1986,24.5,561,728,77.1,13442,8398,174,177,98.3,241,242,99.6,146,305,47.9,0,0.0,0.0,0.0,0,13,0,0,0,Matches,8f62b6ee
1554,Giovani Lo Celso,ar ARG,MFFW,Villarreal,La Liga,26,1996,12.5,578,694,83.3,9815,2691,294,331,88.8,191,225,84.9,72,92,78.3,3,3.3,3.1,-0.3,31,51,29,1,97,Matches,d7553721
1555,Stanislav Lobotka,sk SVK,MF,Napoli,Serie A,27,1994,34.5,2163,2301,94.0,35855,8577,1040,1095,95.0,890,933,95.4,172,191,90.1,1,1.0,1.3,0.0,17,214,14,0,172,Matches,e1cbb531
1556,Manuel Locatelli,it ITA,MF,Juventus,Serie A,24,1998,27.2,1114,1362,81.8,20892,7015,478,547,87.4,462,526,87.8,153,225,68.0,2,1.8,1.3,+0.2,22,144,13,1,134,Matches,a8a874f1
1557,Luka Lochoshvili,ge GEO,DF,Cremonese,Serie A,24,1998,20.4,627,791,79.3,11677,4375,236,259,91.1,343,386,88.9,46,125,36.8,2,1.1,0.2,+0.9,5,43,3,1,70,Matches,c8ad0857
1558,Bradley Locko,fr FRA,DF,Reims,Ligue 1,20,2002,11.8,362,470,77.0,5529,2311,199,229,86.9,129,177,72.9,21,38,55.3,0,0.5,0.5,-0.5,8,44,7,3,55,Matches,40221fa7
1559,Bradley Locko,fr FRA,DF,Brest,Ligue 1,20,2002,3.0,99,127,78.0,1802,710,42,46,91.3,43,58,74.1,11,19,57.9,0,0.2,0.2,-0.2,2,8,3,3,7,Matches,40221fa7
